Run Number:,3,...3,Date:,20201113,...6,Initials:,RN,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20,...21,...22,...23,...24,...25,...26,...27,...28,...29,...30,...31,...32,...33,...34,...35,...36,...37,...38,...39,...40,...41,...42,...43,...44,...45,...46,...47,...48,...49,...50,...51,...52,...53,...54,...55,...56,...57,...58,...59,...60,...61,...62,...63,...64,...65,...66,...67,...68,...69,...70,...71,...72
235,-6.0021457921343477E-6,0.00013048854554296,0.000269452062471206,0.000558146085776623,0.000830971450979842,0.00112307962668518,0.00140003836893946,0.000178665862417616,0.000774302954628256,0.0000539525245374347,0.0000848231078924646,0.0000658662060173416,0.000125545033994179,0.000248391136688551,0.00031651398762517,0.000126456228402119,0.000278197019965344,0.000184584556338543,0.000558261458332184,0.000112035651322035,0.000575448153055347,0.000182027902153205,0.000145867318295334,0.0000928432017245168,0.000286512402513047,0.00019417207564999,0.000174776728219327,0.000149284814051778,0.000205864988315098,0.000403303782332784,0.000142659091809703,0.000222230045414219,0.000149583452488623,0.00027558880699798,0.000101486874611213,0.000733681379526008,0.0000234211469024503,0.000138016970240488,0.000484170022158862,0.000323331308555564,0.00012622635850477,0.0000676063282507316,0.000589798218724192,0.000427663965787161,0.000103369128576252,0.000102810462538833,0.000509885068991607,0.000491759809371164,0.000393564281009491,0.000118223725856133,0.000111566328331843,0.000514018698607746,0.000264999387723935,0.000294062705026085,0.00065054756185726,0.000506992265117702,0.000436757799770298,0.000090975586936756,0.000700962887011283,0.000581168014498614,0.000509693170141323,0.0000937191906024069,0.00007618403424001,0.000583575648268588,0.000623278589959655,0.000261477816961977,0.000288229563945127,0.000219763217585557,0.000104280483582666,0.0000903430504817741,0.000486993200297164
236,-7.3290696227214713E-6,0.000136387516218124,0.000283130151385966,0.000588802004273394,0.000877384511038809,0.00118607257228324,0.00147871742112263,0.000181669425016097,0.000847391023398793,0.0000468550333024371,0.0000793246295048519,0.0000582936851180002,0.000127012839169759,0.000265008800702201,0.000344904580984773,0.00012749167047552,0.000288975248013992,0.000187886706217922,0.000598839408758135,0.000107738062753196,0.000641899552935478,0.00018644358700451,0.000146470297613196,0.0000934113860711759,0.000310369283169838,0.000206992077829932,0.000179631949931949,0.000153967782492249,0.000216292506964786,0.00044301745005774,0.000145934338970693,0.000222102612090018,0.000153321713209235,0.00029585943644971,0.000102572563148241,0.000805163731358853,-0.00000329406395803509,0.000141060614586556,0.000530993418910641,0.000352889143710958,0.00012783149062837,0.0000648705086528677,0.000647608551219179,0.000446687739481875,0.000105176273470807,0.000100766622022909,0.000555806141056534,0.000539255820795167,0.000430132513353795,0.00010865077400822,0.000111844866288898,0.000569539263179337,0.00028362336994972,0.000319222320531877,0.000722131011547972,0.000553844484113315,0.000457594860183,0.0000882420168082244,0.000775423636054724,0.000625278406249418,0.000557781730264609,0.0000915768580835554,0.0000740074511444512,0.000651794635225654,0.000680786488197513,0.000279270694526991,0.000312226257093253,0.000219153012787544,0.000102413226662254,0.0000910335547148278,0.00053291057201184
237,-8.6559934533085407E-6,0.000142286486893288,0.000296808240300726,0.000619457922770164,0.000923797571097776,0.0012490655178813,0.0015573964733058,0.000184672987614577,0.000920479092169333,0.0000397575420674398,0.0000738261511172393,0.000050721164218659,0.000128480644345339,0.000281626464715851,0.000373295174344375,0.00012852711254892,0.000299753476062639,0.000191188856097301,0.000639417359184085,0.000103440474184357,0.000708350952815609,0.000190859271855815,0.000147073276931058,0.0000939795704178349,0.000334226163826628,0.000219812080009873,0.000184487171644571,0.00015865075093272,0.000226720025614475,0.000482731117782697,0.000149209586131684,0.000221975178765817,0.000157059973929847,0.000316130065901441,0.00010365825168527,0.000876646083191698,-0.0000300092748185196,0.000144104258932624,0.000577816815662421,0.000382446978866353,0.00012943662275197,0.000062134689055004,0.000705418883714167,0.000465711513176588,0.000106983418365362,0.000098722781506985,0.000601727213121461,0.000586751832219169,0.000466700745698098,0.0000990778221603072,0.000112123404245952,0.000625059827750929,0.000302247352175506,0.00034438193603767,0.000793714461238684,0.00060069670310893,0.000478431920595701,0.0000855084466796929,0.000849884385098167,0.000669388798000221,0.000605870290387896,0.0000894345255647039,0.0000718308680488925,0.000720013622182721,0.00073829438643537,0.000297063572092007,0.000336222950241378,0.000218542807989531,0.000100545969741842,0.0000917240589478814,0.000578827943726516
238,-9.9829172838956102E-6,0.000148185457568452,0.000310486329215486,0.000650113841266935,0.000970210631156742,0.00131205846347936,0.00163607552548897,0.000187676550213058,0.00099356716093987,0.0000326600508324425,0.0000683276727296265,0.0000431486433193175,0.000129948449520919,0.000298244128729499,0.000401685767703978,0.000129562554622321,0.000310531704111286,0.00019449100597668,0.000679995309610035,0.0000991428856155186,0.000774802352695744,0.00019527495670712,0.000147676256248921,0.0000945477547644939,0.000358083044483419,0.000232632082189814,0.000189342393357193,0.00016333371937319,0.000237147544264163,0.000522444785507652,0.000152484833292675,0.000221847745441615,0.000160798234650459,0.000336400695353171,0.000104743940222299,0.000948128435024544,-0.000056724485679005,0.000147147903278693,0.0006246402124142,0.000412004814021749,0.00013104175487557,0.0000593988694571402,0.000763229216209155,0.000484735286871301,0.000108790563259918,0.0000966789409910611,0.000647648285186387,0.000634247843643172,0.000503268978042402,0.0000895048703123944,0.000112401942203007,0.00068058039232252,0.000320871334401293,0.000369541551543462,0.000865297910929392,0.000647548922104543,0.000499268981008402,0.0000827748765511613,0.000924345134141608,0.000713499189751025,0.00065395885051118,0.0000872921930458523,0.0000696542849533338,0.000788232609139787,0.000795802284673229,0.000314856449657021,0.000360219643389502,0.000217932603191518,0.0000986787128214293,0.0000924145631809351,0.000624745315441192
239,-1.1309841114482734E-5,0.000154084428243615,0.000324164418130247,0.000680769759763705,0.00101662369121571,0.00137505140907743,0.00171475457767214,0.000190680112811538,0.00106665522971041,0.0000255625595974452,0.0000628291943420138,0.0000355761224199763,0.000131416254696499,0.000314861792743149,0.000430076361063581,0.000130597996695722,0.000321309932159933,0.000197793155856059,0.000720573260035985,0.0000948452970466799,0.000841253752575875,0.000199690641558425,0.000148279235566783,0.0000951159391111529,0.000381939925140209,0.000245452084369755,0.000194197615069815,0.000168016687813661,0.000247575062913852,0.000562158453232608,0.000155760080453665,0.000221720312117414,0.000164536495371071,0.000356671324804902,0.000105829628759327,0.00101961078685739,-0.0000834396965394895,0.000150191547624761,0.000671463609165981,0.000441562649177144,0.00013264688699917,0.0000566630498592764,0.000821039548704142,0.000503759060566014,0.000110597708154473,0.0000946351004751371,0.000693569357251313,0.000681743855067175,0.000539837210386706,0.0000799319184644817,0.000112680480160062,0.000736100956894111,0.000339495316627078,0.000394701167049255,0.000936881360620104,0.000694401141100157,0.000520106041421103,0.0000800413064226298,0.000998805883185048,0.000757609581501829,0.000702047410634467,0.0000851498605270008,0.0000674777018577751,0.000856451596096854,0.000853310182911087,0.000332649327222037,0.000384216336537628,0.000217322398393504,0.0000968114559010169,0.0000931050674139887,0.000670662687155866
240,-1.2636764945069803E-5,0.000159983398918779,0.000337842507045007,0.000711425678260475,0.00106303675127467,0.00143804435467549,0.00179343362985531,0.000193683675410019,0.00113974329848095,0.0000184650683624477,0.000057330715954401,0.0000280036015206349,0.000132884059872079,0.000331479456756799,0.000458466954423183,0.000131633438769122,0.00033208816020858,0.000201095305735438,0.000761151210461934,0.0000905477084778409,0.000907705152456006,0.000204106326409731,0.000148882214884646,0.0000956841234578119,0.000405796805796999,0.000258272086549697,0.000199052836782437,0.000172699656254132,0.00025800258156354,0.000601872120957563,0.000159035327614656,0.000221592878793212,0.000168274756091683,0.000376941954256633,0.000106915317296356,0.00109109313869023,-0.000110154907399975,0.00015323519197083,0.000718287005917759,0.000471120484332539,0.00013425201912277,0.0000539272302614126,0.00087884988119913,0.000522782834260728,0.000112404853049028,0.0000925912599592132,0.000739490429316241,0.000729239866491179,0.00057640544273101,0.0000703589666165689,0.000112959018117117,0.000791621521465702,0.000358119298852864,0.000419860782555048,0.00100846481031082,0.00074125336009577,0.000540943101833804,0.0000773077362940982,0.00107326663222849,0.000801719973252632,0.000750135970757753,0.0000830075280081492,0.0000653011187622162,0.000924670583053917,0.000910818081148944,0.000350442204787051,0.000408213029685753,0.000216712193595491,0.0000949441989806046,0.0000937955716470424,0.000716580058870542
241,-1.3963688775656927E-5,0.000165882369593943,0.000351520595959767,0.000742081596757246,0.00110944981133364,0.00150103730027355,0.00187211268203848,0.000196687238008499,0.00121283136725149,0.0000113675771274504,0.0000518322375667882,0.0000204310806212937,0.000134351865047659,0.000348097120770448,0.000486857547782786,0.000132668880842523,0.000342866388257227,0.000204397455614817,0.000801729160887886,0.0000862501199090022,0.000974156552336137,0.000208522011261036,0.000149485194202508,0.0000962523078044709,0.00042965368645379,0.000271092088729638,0.000203908058495059,0.000177382624694602,0.000268430100213228,0.00064158578868252,0.000162310574775647,0.000221465445469011,0.000172013016812295,0.000397212583708363,0.000108001005833384,0.00116257549052308,-0.00013687011826046,0.000156278836316898,0.000765110402669539,0.000500678319487934,0.00013585715124637,0.0000511914106635489,0.000936660213694117,0.000541806607955441,0.000114211997943583,0.0000905474194432892,0.000785411501381167,0.00077673587791518,0.000612973675075314,0.0000607860147686561,0.000113237556074172,0.000847142086037292,0.00037674328107865,0.00044502039806084,0.00108004826000152,0.000788105579091383,0.000561780162246506,0.0000745741661655667,0.00114772738127193,0.000845830365003438,0.000798224530881037,0.0000808651954892977,0.0000631245356666575,0.000992889570010983,0.000968325979386803,0.000368235082352067,0.000432209722833879,0.000216101988797478,0.0000930769420601922,0.000094486075880096,0.000762497430585218
242,-1.5290612606243996E-5,0.000171781340269107,0.000365198684874528,0.000772737515254017,0.00115586287139261,0.00156403024587161,0.00195079173422165,0.00019969080060698,0.00128591943602202,0.0000042700858924531,0.0000463337591791757,0.0000128585597219523,0.000135819670223239,0.000364714784784098,0.000515248141142389,0.000133704322915924,0.000353644616305875,0.000207699605494196,0.000842307111313835,0.0000819525313401634,0.00104060795221627,0.000212937696112341,0.00015008817352037,0.00009682049215113,0.000453510567110581,0.000283912090909579,0.000208763280207681,0.000182065593135073,0.000278857618862916,0.000681299456407476,0.000165585821936637,0.000221338012144809,0.000175751277532907,0.000417483213160094,0.000109086694370413,0.00123405784235593,-0.000163585329120945,0.000159322480662967,0.00081193379942132,0.000530236154643329,0.00013746228336997,0.0000484555910656851,0.000994470546189105,0.000560830381650154,0.000116019142838138,0.0000885035789273653,0.000831332573446093,0.000824231889339184,0.000649541907419617,0.0000512130629207433,0.000113516094031227,0.000902662650608885,0.000395367263304435,0.000470180013566633,0.00115163170969224,0.000834957798086997,0.000582617222659207,0.000071840596037035,0.00122218813031538,0.000889940756754241,0.000846313091004324,0.0000787228629704461,0.0000609479525710988,0.00106110855696805,0.00102583387762466,0.000386027959917081,0.000456206415982004,0.000215491783999465,0.0000912096851397799,0.0000951765801131497,0.000808414802299894
243,-1.661753643683112E-5,0.000177680310944271,0.000378876773789288,0.000803393433750787,0.00120227593145157,0.00162702319146967,0.00202947078640482,0.00020269436320546,0.00135900750479256,-0.00000282740534254442,0.0000408352807915629,0.0000052860388226111,0.000137287475398819,0.000381332448797748,0.000543638734501991,0.000134739764989324,0.000364422844354522,0.000211001755373575,0.000882885061739785,0.0000776549427713247,0.0011070593520964,0.000217353380963646,0.000150691152838233,0.000097388676497789,0.000477367447767371,0.00029673209308952,0.000213618501920302,0.000186748561575544,0.000289285137512604,0.000721013124132431,0.000168861069097628,0.000221210578820608,0.000179489538253519,0.000437753842611824,0.000110172382907441,0.00130554019418877,-0.00019030053998143,0.000162366125009035,0.000858757196173099,0.000559793989798724,0.00013906741549357,0.0000457197714678213,0.00105228087868409,0.000579854155344868,0.000117826287732693,0.0000864597384114414,0.000877253645511021,0.000871727900763187,0.000686110139763921,0.0000416401110728305,0.000113794631988282,0.000958183215180475,0.000413991245530221,0.000495339629072425,0.00122321515938295,0.000881810017082612,0.000603454283071908,0.0000691070259085035,0.00129664887935882,0.000934051148505045,0.000894401651127608,0.0000765805304515945,0.00005877136947554,0.00112932754392512,0.00108334177586252,0.000403820837482097,0.000480203109130129,0.000214881579201452,0.0000893424282193675,0.0000958670843462033,0.00085433217401457
244,-1.7944460267418189E-5,0.000183579281619434,0.000392554862704048,0.000834049352247558,0.00124868899151054,0.00169001613706773,0.00210814983858799,0.000205697925803941,0.0014320955735631,-0.00000992489657754172,0.0000353368024039501,-0.00000228648207673031,0.000138755280574399,0.000397950112811396,0.000572029327861595,0.000135775207062725,0.000375201072403169,0.000214303905252954,0.000923463012165735,0.0000733573542024859,0.00117351075197653,0.000221769065814951,0.000151294132156095,0.000097956860844448,0.000501224328424162,0.000309552095269461,0.000218473723632924,0.000191431530016015,0.000299712656162293,0.000760726791857387,0.000172136316258619,0.000221083145496407,0.000183227798974131,0.000458024472063554,0.00011125807144447,0.00137702254602162,-0.000217015750841915,0.000165409769355103,0.000905580592924879,0.00058935182495412,0.00014067254761717,0.0000429839518699576,0.00111009121117908,0.000598877929039581,0.000119633432627249,0.0000844158978955175,0.000923174717575947,0.000919223912187191,0.000722678372108225,0.0000320671592249177,0.000114073169945337,0.00101370377975207,0.000432615227756007,0.000520499244578218,0.00129479860907366,0.000928662236078225,0.000624291343484609,0.0000663734557799719,0.00137110962840226,0.000978161540255849,0.000942490211250894,0.0000744381979327429,0.0000565947863799813,0.00119754653088218,0.00114084967410038,0.000421613715047111,0.000504199802278255,0.000214271374403438,0.0000874751712989551,0.000096557588579257,0.000900249545729245
245,-1.9271384098005259E-5,0.000189478252294598,0.000406232951618808,0.000864705270744328,0.00129510205156951,0.0017530090826658,0.00218682889077116,0.000208701488402421,0.00150518364233364,-0.000017022387812539,0.0000298383240163373,-0.00000985900297607151,0.000140223085749979,0.000414567776825046,0.000600419921221197,0.000136810649136126,0.000385979300451817,0.000217606055132333,0.000964040962591685,0.0000690597656336472,0.00123996215185667,0.000226184750666256,0.000151897111473958,0.000098525045191107,0.000525081209080952,0.000322372097449403,0.000223328945345546,0.000196114498456486,0.000310140174811981,0.000800440459582344,0.000175411563419609,0.000220955712172205,0.000186966059694743,0.000478295101515284,0.000112343759981498,0.00144850489785446,-0.0002437309617024,0.000168453413701172,0.000952403989676658,0.000618909660109515,0.00014227767974077,0.0000402481322720938,0.00116790154367407,0.000617901702734295,0.000121440577521804,0.0000823720573795935,0.000969095789640873,0.000966719923611192,0.00075924660445253,0.000022494207377005,0.000114351707902392,0.00106922434432366,0.000451239209981792,0.000545658860084011,0.00136638205876437,0.000975514455073838,0.000645128403897311,0.0000636398856514404,0.0014455703774457,0.00102227193200665,0.000990578771374181,0.0000722958654138914,0.0000544182032844226,0.00126576551783925,0.00119835757233823,0.000439406592612127,0.00052819649542638,0.000213661169605425,0.0000856079143785427,0.0000972480928123106,0.000946166917443921
246,-2.0598307928592382E-5,0.000195377222969762,0.000419911040533569,0.000895361189241099,0.00134151511162847,0.00181600202826386,0.00226550794295433,0.000211705051000902,0.00157827171110418,-0.0000241198790475363,0.0000243398456287246,-0.0000174315238754129,0.000141690890925559,0.000431185440838696,0.0006288105145808,0.000137846091209526,0.000396757528500464,0.000220908205011712,0.00100461891301764,0.0000647621770648085,0.0013064135517368,0.000230600435517561,0.00015250009079182,0.000099093229537766,0.000548938089737743,0.000335192099629344,0.000228184167058168,0.000200797466896956,0.00032056769346167,0.000840154127307299,0.0001786868105806,0.000220828278848004,0.000190704320415355,0.000498565730967015,0.000113429448518527,0.00151998724968731,-0.000270446172562886,0.00017149705804724,0.000999227386428438,0.00064846749526491,0.00014388281186437,0.00003751231267423,0.00122571187616905,0.000636925476429008,0.000123247722416359,0.0000803282168636696,0.0010150168617058,0.0010142159350352,0.000795814836796832,0.0000129212555290917,0.000114630245859447,0.00112474490889525,0.000469863192207578,0.000570818475589804,0.00143796550845508,0.00102236667406945,0.000665965464310012,0.0000609063155229088,0.00152003112648914,0.00106638232375746,0.00103866733149746,0.0000701535328950398,0.0000522416201888638,0.00133398450479631,0.00125586547057609,0.000457199470177141,0.000552193188574505,0.000213050964807412,0.0000837406574581304,0.0000979385970453643,0.000992084289158597
247,-2.1925231759179452E-5,0.000201276193644926,0.000433589129448329,0.00092601710773787,0.00138792817168744,0.00187899497386192,0.0023441869951375,0.000214708613599383,0.00165135977987471,-0.0000312173702825339,0.000018841367241112,-0.0000250040447747541,0.00014315869610114,0.000447803104852345,0.000657201107940403,0.000138881533282927,0.000407535756549111,0.000224210354891091,0.00104519686344359,0.0000604645884959695,0.00137286495161693,0.000235016120368866,0.000153103070109683,0.0000996614138844251,0.000572794970394534,0.000348012101809285,0.00023303938877079,0.000205480435337427,0.000330995212111358,0.000879867795032255,0.000181962057741591,0.000220700845523802,0.000194442581135967,0.000518836360418745,0.000114515137055556,0.00159146960152016,-0.00029716138342337,0.000174540702393309,0.00104605078318022,0.000678025330420305,0.00014548794398797,0.0000347764930763662,0.00128352220866404,0.000655949250123722,0.000125054867310914,0.0000782843763477457,0.00106093793377073,0.0010617119464592,0.000832383069141136,0.00000334830368117897,0.000114908783816502,0.00118026547346684,0.000488487174433364,0.000595978091095596,0.00150954895814579,0.00106921889306506,0.000686802524722713,0.0000581727453943773,0.00159449187553258,0.00111049271550826,0.00108675589162075,0.0000680112003761883,0.0000500650370933051,0.00140220349175338,0.00131337336881395,0.000474992347742157,0.00057618988172263,0.000212440760009399,0.000081873400537718,0.000098629101278418,0.00103800166087327
248,-2.3252155589766575E-5,0.00020717516432009,0.000447267218363089,0.00095667302623464,0.00143434123174641,0.00194198791945998,0.00242286604732067,0.000217712176197863,0.00172444784864526,-0.0000383148615175312,0.0000133428888534992,-0.0000325765656740955,0.00014462650127672,0.000464420768865995,0.000685591701300005,0.000139916975356328,0.000418313984597758,0.00022751250477047,0.00108577481386954,0.0000561669999271308,0.00143931635149706,0.000239431805220171,0.000153706049427545,0.000100229598231084,0.000596651851051323,0.000360832103989226,0.000237894610483412,0.000210163403777898,0.000341422730761046,0.00091958146275721,0.000185237304902581,0.000220573412199601,0.000198180841856579,0.000539106989870476,0.000115600825592584,0.001662951953353,-0.000323876594283855,0.000177584346739377,0.001092874179932,0.0007075831655757,0.00014709307611157,0.0000320406734785025,0.00134133254115903,0.000674973023818435,0.000126862012205469,0.0000762405358318217,0.00110685900583565,0.0011092079578832,0.000868951301485441,-0.00000622464816673381,0.000115187321773557,0.00123578603803843,0.000507111156659149,0.000621137706601388,0.0015811324078365,0.00111607111206068,0.000707639585135414,0.0000554391752658457,0.00166895262457602,0.00115460310725907,0.00113484445174404,0.0000658688678573367,0.0000478884539977464,0.00147042247871045,0.00137088126705181,0.000492785225307171,0.000600186574870755,0.000211830555211385,0.0000800061436173056,0.0000993196055114716,0.00108391903258795
249,-2.4579079420353645E-5,0.000213074134995253,0.000460945307277849,0.000987328944731411,0.00148075429180537,0.00200498086505804,0.00250154509950384,0.000220715738796344,0.00179753591741579,-0.0000454123527525285,0.00000784441046588645,-0.0000401490865734367,0.0001460943064523,0.000481038432879645,0.000713982294659608,0.000140952417429728,0.000429092212646405,0.000230814654649849,0.00112635276429549,0.000051869411358292,0.00150576775137719,0.000243847490071476,0.000154309028745407,0.000100797782577743,0.000620508731708114,0.000373652106169168,0.000242749832196034,0.000214846372218368,0.000351850249410735,0.000959295130482167,0.000188512552063572,0.0002204459788754,0.000201919102577191,0.000559377619322206,0.000116686514129613,0.00173443430518585,-0.00035059180514434,0.000180627991085445,0.00113969757668378,0.000737141000731095,0.00014869820823517,0.0000293048538806387,0.00139914287365402,0.000693996797513148,0.000128669157100025,0.0000741966953158979,0.00115278007790058,0.0011567039693072,0.000905519533829745,-0.0000157976000146466,0.000115465859730612,0.00129130660261002,0.000525735138884935,0.000646297322107181,0.00165271585752721,0.00116292333105629,0.000728476645548115,0.0000527056051373142,0.00174341337361946,0.00119871349900987,0.00118293301186732,0.0000637265353384852,0.0000457118709021876,0.00153864146566751,0.00142838916528967,0.000510578102872187,0.000624183268018881,0.000211220350413372,0.0000781388866968933,0.000100010109744525,0.00112983640430262
250,-2.5906003250940769E-5,0.000218973105670417,0.00047462339619261,0.00101798486322818,0.00152716735186434,0.0020679738106561,0.00258022415168701,0.000223719301394824,0.00187062398618633,-0.0000525098439875258,0.00000234593207827367,-0.0000477216074727782,0.00014756211162788,0.000497656096893293,0.000742372888019211,0.000141987859503129,0.000439870440695052,0.000234116804529228,0.00116693071472144,0.0000475718227894533,0.00157221915125732,0.000248263174922782,0.00015491200806327,0.000101365966924402,0.000644365612364905,0.000386472108349109,0.000247605053908656,0.000219529340658839,0.000362277768060423,0.000999008798207123,0.000191787799224562,0.000220318545551198,0.000205657363297803,0.000579648248773937,0.000117772202666641,0.00180591665701869,-0.000377307016004825,0.000183671635431514,0.00118652097343556,0.000766698835886491,0.00015030334035877,0.0000265690342827748,0.001456953206149,0.000713020571207861,0.00013047630199458,0.0000721528547999739,0.00119870114996551,0.00120419998073121,0.000942087766174049,-0.0000253705518625594,0.000115744397687667,0.00134682716718161,0.000544359121110721,0.000671456937612973,0.00172429930721792,0.00120977555005191,0.000749313705960817,0.0000499720350087826,0.0018178741226629,0.00124282389076067,0.00123102157199061,0.0000615842028196336,0.0000435352878066288,0.00160686045262458,0.00148589706352753,0.000528370980437202,0.000648179961167006,0.000210610145615359,0.0000762716297764809,0.000100700613977579,0.0011757537760173
