Run Number:,3,...3,Date:,20201112,...6,Initials:,RN,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20,...21,...22,...23,...24,...25,...26,...27,...28,...29,...30,...31,...32,...33,...34,...35,...36,...37,...38,...39,...40,...41,...42,...43,...44,...45,...46,...47,...48,...49,...50,...51,...52,...53,...54,...55,...56,...57,...58,...59,...60,...61,...62,...63,...64,...65,...66,...67,...68,...69,...70,...71,...72
234,2.1008023276119052E-3,0.00256820684316801,0.00280260029546231,0.00301680516208268,0.00332365258284054,0.0036224458543274,0.00467341431363817,0.00280335268409507,0.00364321689100016,0.00279767553261862,0.00291603011429949,0.00272714544552262,0.00308992883422892,0.00308375004363964,0.00317523517811204,0.00286420595316445,0.0028186313369189,0.00398621014696914,0.0030494200808311,0.0031476343831628,0.0027770571468077,0.00286805250912381,0.00278388627920649,0.0029295230963398,0.0028288034142935,0.00318217098607757,0.00279594288390093,0.00282103737701734,0.00304612860552478,0.00334371306856829,0.00280362807609723,0.00292495224143385,0.0030756404864344,0.00302873121100674,0.00319343221781181,0.00345914182139384,0.00291032050932544,0.00359873986866761,0.00333316609344995,0.00302439242440661,0.00310872315587544,0.00318344437569636,0.0029626912621227,0.00281992858781413,0.00320635850826262,0.0032285867333204,0.0028799090761129,0.00336415024510954,0.00284216195074769,0.00394307851570788,0.00277458470911315,0.0027869805049058,0.00341041804298821,0.00304981064007442,0.00307367928038892,0.00296452461071629,0.0030840236792998,0.00295443618981332,0.00290249417672524,0.00426192551344627,0.00333668968644209,0.00293520811720435,0.00284217858382628,0.00324552787851955,0.00299098221888652,0.0031548104449443,0.00339080561569115,0.00313970546236752,0.00295222423690822,0.00313024539772201,0.00278557163086055
235,2.1889305957665459E-3,0.00268567492005543,0.0029368857089864,0.00316488562924901,0.00349547567417834,0.0038181964053785,0.00497171686300238,0.00293847913612602,0.0038443136645238,0.00293438682627356,0.00306132311868409,0.00285757609143862,0.00324644304527406,0.00323870919428163,0.00333748561011662,0.00300176150632792,0.00295413776355066,0.00422141899000936,0.00320237087569852,0.00330505899167425,0.00290833902928039,0.00301075603474265,0.00291576354097907,0.0030743331214732,0.00296462616942069,0.00334170091479386,0.00292551846539417,0.00295557842188296,0.00319770631163058,0.00352334180503107,0.00293758941645879,0.0030758438238746,0.00322872891064339,0.00317657509659194,0.0033539377811003,0.00364142356276059,0.00305260168684131,0.00379539765488793,0.00350794605390063,0.00317389674109864,0.00326169846198875,0.00334942338239393,0.00310557357411181,0.00295398883200214,0.00337122584135448,0.00339688578014049,0.00302051682940101,0.00354090313630437,0.00297597819921077,0.00417280395767387,0.00290288506636628,0.00292188636511466,0.00360056412332901,0.00320208923209316,0.00323239786050734,0.00311199024213468,0.00323681860635787,0.00309733426691806,0.0030489521718846,0.00452999371442733,0.00351119700153606,0.00308061788184336,0.00297839134915077,0.00341100125281601,0.00313493473637314,0.00331383694427999,0.00357056965885221,0.00330130357505549,0.00309765502823171,0.00328896377491905,0.0029180085491193
236,2.2770588639211831E-3,0.00280314299694284,0.00307117112251049,0.00331296609641535,0.00366729876551614,0.00401394695642962,0.00527001941236659,0.00307360558815697,0.00404541043804745,0.0030710981199285,0.0032066161230687,0.00298800673735462,0.00340295725631921,0.00339366834492363,0.00349973604212118,0.00313931705949139,0.00308964419018244,0.00445662783304959,0.00335532167056594,0.0034624836001857,0.00303962091175309,0.00315345956036148,0.00304764080275165,0.0032191431466066,0.00310044892454788,0.00350123084351013,0.0030550940468874,0.0030901194667486,0.00334928401773638,0.00370297054149384,0.00307155075682034,0.00322673540631536,0.00338181733485238,0.00332441898217714,0.0035144433443888,0.00382370530412733,0.00319488286435718,0.00399205544110824,0.0036827260143513,0.00332340105779066,0.00341467376810206,0.00351540238909151,0.00324845588610093,0.00308804907619016,0.00353609317444635,0.00356518482696058,0.00316112458268912,0.00371765602749919,0.00310979444767384,0.00440252939963984,0.0030311854236194,0.00305679222532352,0.0037907102036698,0.00335436782411188,0.00339111644062576,0.00325945587355305,0.00338961353341595,0.00324023234402281,0.00319541016704396,0.00479806191540837,0.00368570431663002,0.00322602764648238,0.00311460411447527,0.00357647462711246,0.00327888725385977,0.00347286344361566,0.00375033370201326,0.00346290168774347,0.00324308581955521,0.0034476821521161,0.00305044546737806
237,2.3651871320758237E-3,0.00292061107383025,0.00320545653603457,0.00346104656358168,0.00383912185685394,0.00420969750748073,0.00556832196173078,0.00320873204018791,0.00424650721157109,0.00320780941358344,0.0033519091274533,0.00311843738327063,0.00355947146736436,0.00354862749556562,0.00366198647412576,0.00327687261265486,0.0032251506168142,0.00469183667608981,0.00350827246543336,0.00361990820869715,0.00317090279422579,0.00329616308598033,0.00317951806452423,0.00336395317174,0.00323627167967507,0.00366076077222641,0.00318466962838063,0.00322466051161422,0.00350086172384218,0.00388259927795662,0.00320551209718189,0.00337762698875612,0.00353490575906137,0.00347226286776235,0.0036749489076773,0.00400598704549407,0.00333716404187305,0.00418871322732856,0.00385750597480197,0.00347290537448269,0.00356764907421537,0.00368138139578909,0.00339133819809003,0.00322210932037817,0.00370096050753822,0.00373348387378065,0.00330173233597723,0.00389440891869402,0.00324361069613692,0.00463225484160582,0.00315948578087253,0.00319169808553238,0.0039808562840106,0.0035066464161306,0.00354983502074417,0.00340692150497143,0.00354240846047402,0.00338313042112755,0.00334186816220333,0.00506613011638944,0.00386021163172398,0.0033714374111214,0.00325081687979977,0.00374194800140892,0.00342283977134639,0.00363188994295135,0.00393009774517431,0.00362449980043144,0.0033885166108787,0.00360640052931314,0.0031828823856368
238,2.4533154002304609E-3,0.00303807915071767,0.00333974194955866,0.00360912703074801,0.00401094494819175,0.00440544805853184,0.00586662451109499,0.00334385849221886,0.00444760398509473,0.00334452070723838,0.00349720213183791,0.00324886802918663,0.00371598567840951,0.00370358664620761,0.00382423690613033,0.00341442816581834,0.00336065704344597,0.00492704551913004,0.00366122326030078,0.0037773328172086,0.00330218467669848,0.00343886661159916,0.0033113953262968,0.00350876319687339,0.00337209443480226,0.00382029070094269,0.00331424520987387,0.00335920155647985,0.00365243942994799,0.0040622280144194,0.00333947343754345,0.00352851857119688,0.00368799418327036,0.00362010675334755,0.0038354544709658,0.00418826878686081,0.00347944521938893,0.00438537101354887,0.00403228593525264,0.00362240969117471,0.00372062438032868,0.00384736040248666,0.00353422051007914,0.00335616956456617,0.00386582784063008,0.00390178292060074,0.00344234008926534,0.00407116180988885,0.0033774269446,0.0048619802835718,0.00328778613812565,0.00332660394574124,0.00417100236435139,0.00365892500814933,0.00370855360086259,0.00355438713638981,0.00369520338753211,0.0035260284982323,0.00348832615736269,0.0053341983173705,0.00403471894681794,0.00351684717576041,0.00338702964512426,0.00390742137570538,0.00356679228883301,0.00379091644228703,0.00410986178833536,0.00378609791311942,0.0035339474022022,0.00376511890651019,0.00331531930389556
239,2.5414436683851016E-3,0.00315554722760508,0.00347402736308275,0.00375720749791435,0.00418276803952955,0.00460119860958295,0.00616492706045919,0.00347898494424981,0.00464870075861838,0.00348123200089332,0.00364249513622251,0.00337929867510264,0.00387249988945466,0.00385854579684961,0.00398648733813489,0.00355198371898181,0.00349616347007774,0.00516225436217026,0.0038141740551682,0.00393475742572005,0.00343346655917118,0.003581570137218,0.00344327258806938,0.0036535732220068,0.00350791718992945,0.00397982062965897,0.0034438207913671,0.00349374260134549,0.00380401713605379,0.00424185675088218,0.00347343477790501,0.00367941015363764,0.00384108260747935,0.00376795063893275,0.00399596003425429,0.00437055052822756,0.0036217263969048,0.00458202879976918,0.00420706589570331,0.00377191400786674,0.003873599686442,0.00401333940918424,0.00367710282206826,0.00349022980875419,0.00403069517372195,0.00407008196742083,0.00358294784255345,0.00424791470108368,0.00351124319306307,0.00509170572553778,0.00341608649537878,0.0034615098059501,0.00436114844469219,0.00381120360016805,0.00386727218098101,0.00370185276780818,0.00384799831459019,0.00366892657533704,0.00363478415252205,0.00560226651835156,0.00420922626191191,0.00366225694039942,0.00352324241044876,0.00407289475000184,0.00371074480631964,0.00394994294162272,0.00428962583149641,0.00394769602580738,0.0036793781935257,0.00392383728370723,0.00344775622215431
240,2.6295719365397423E-3,0.00327301530449249,0.00360831277660683,0.00390528796508068,0.00435459113086735,0.00479694916063406,0.0064632296098234,0.00361411139628075,0.00484979753214201,0.00361794329454826,0.00378778814060711,0.00350972932101864,0.0040290141004998,0.0040135049474916,0.00414873777013947,0.00368953927214528,0.0036316698967095,0.00539746320521048,0.00396712485003562,0.00409218203423151,0.00356474844164388,0.00372427366283683,0.00357514984984196,0.0037983832471402,0.00364373994505664,0.00413935055837525,0.00357339637286034,0.00362828364621111,0.00395559484215959,0.00442148548734496,0.00360739611826656,0.0038303017360784,0.00399417103168834,0.00391579452451796,0.00415646559754279,0.00455283226959431,0.00376400757442067,0.0047786865859895,0.00438184585615399,0.00392141832455877,0.00402657499255531,0.00417931841588182,0.00381998513405736,0.0036242900529422,0.00419556250681381,0.00423838101424091,0.00372355559584156,0.0044246675922785,0.00364505944152615,0.00532143116750376,0.00354438685263191,0.00359641566615896,0.00455129452503298,0.00396348219218678,0.00402599076109943,0.00384931839922656,0.00400079324164826,0.00381182465244178,0.00378124214768141,0.00587033471933262,0.00438373357700587,0.00380766670503844,0.00365945517577326,0.0042383681242983,0.00385469732380626,0.0041089694409584,0.00446938987465746,0.00410929413849536,0.00382480898484919,0.00408255566090428,0.00358019314041306
241,2.7177002046943795E-3,0.00339048338137991,0.00374259819013092,0.00405336843224702,0.00452641422220516,0.00499269971168518,0.00676153215918761,0.00374923784831171,0.00505089430566566,0.00375465458820321,0.00393308114499172,0.00364015996693465,0.00418552831154495,0.00416846409813359,0.00431098820214403,0.00382709482530876,0.00376717632334127,0.0056326720482507,0.00412007564490304,0.00424960664274296,0.00369603032411657,0.00386697718845568,0.00370702711161454,0.00394319327227359,0.00377956270018382,0.00429888048709153,0.00370297195435357,0.00376282469107674,0.00410717254826539,0.00460111422380773,0.00374135745862811,0.00398119331851916,0.00414725945589733,0.00406363841010316,0.00431697116083129,0.00473511401096104,0.00390628875193654,0.0049753443722098,0.00455662581660466,0.00407092264125079,0.00417955029866862,0.00434529742257939,0.00396286744604647,0.00375835029713021,0.00436042983990568,0.004406680061061,0.00386416334912967,0.00460142048347333,0.00377887568998922,0.00555115660946974,0.00367268720988503,0.00373132152636782,0.00474144060537378,0.0041157607842055,0.00418470934121785,0.00399678403064494,0.00415358816870634,0.00395472272954653,0.00392770014284077,0.00613840292031367,0.00455824089209983,0.00395307646967745,0.00379566794109775,0.00440384149859475,0.00399864984129289,0.00426799594029408,0.00464915391781851,0.00427089225118334,0.00397023977617269,0.00424127403810132,0.00371263005867181
242,2.8058284728490201E-3,0.00350795145826732,0.00387688360365501,0.00420144889941335,0.00469823731354296,0.00518845026273629,0.0070598347085518,0.00388436430034266,0.00525199107918931,0.00389136588185815,0.00407837414937632,0.00377059061285065,0.00434204252259009,0.00432342324877558,0.0044732386341486,0.00396465037847223,0.00390268274997304,0.00586788089129093,0.00427302643977046,0.00440703125125441,0.00382731220658927,0.00400968071407452,0.00383890437338712,0.00408800329740699,0.00391538545531101,0.0044584104158078,0.0038325475358468,0.00389736573594237,0.00425875025437119,0.00478074296027051,0.00387531879898967,0.00413208490095992,0.00430034788010632,0.00421148229568836,0.00447747672411978,0.00491739575232779,0.00404856992945241,0.00517200215843012,0.00473140577705533,0.00422042695794282,0.00433252560478194,0.00451127642927696,0.00410574975803559,0.00389241054131822,0.00452529717299754,0.00457497910788109,0.00400477110241778,0.00477817337466815,0.0039126919384523,0.00578088205143572,0.00380098756713816,0.00386622738657668,0.00493158668571457,0.00426803937622423,0.00434342792133628,0.00414424966206332,0.00430638309576441,0.00409762080665127,0.00407415813800013,0.00640647112129473,0.00473274820719379,0.00409848623431647,0.00393188070642225,0.00456931487289122,0.00414260235877951,0.00442702243962977,0.00482891796097956,0.00443249036387131,0.00411567056749619,0.00439999241529837,0.00384506697693056
243,2.8939567410036608E-3,0.00362541953515473,0.00401116901717909,0.00434952936657969,0.00487006040488076,0.0053842008137874,0.00735813725791601,0.0040194907523736,0.00545308785271294,0.00402807717551308,0.00422366715376093,0.00390102125876665,0.00449855673363524,0.00447838239941758,0.00463548906615317,0.0041022059316357,0.00403818917660481,0.00610308973433115,0.00442597723463788,0.00456445585976586,0.00395859408906197,0.00415238423969335,0.0039707816351597,0.00423281332254039,0.0040512082104382,0.00461794034452408,0.00396212311734004,0.004031906780808,0.004410327960477,0.00496037169673329,0.00400928013935123,0.00428297648340068,0.00445343630431531,0.00435932618127356,0.00463798228740828,0.00509967749369453,0.00419085110696828,0.00536865994465043,0.00490618573750601,0.00436993127463485,0.00448550091089524,0.00467725543597454,0.00424863207002469,0.00402647078550623,0.00469016450608941,0.00474327815470117,0.00414537885570588,0.00495492626586298,0.00404650818691538,0.0060106074934017,0.00392928792439129,0.00400113324678554,0.00512173276605537,0.00442031796824296,0.00450214650145469,0.00429171529348169,0.00445917802282249,0.00424051888375601,0.0042206161331595,0.00667453932227579,0.00490725552228776,0.00424389599895548,0.00406809347174675,0.00473478824718768,0.00428655487626613,0.00458604893896545,0.00500868200414061,0.00459408847655928,0.00426110135881968,0.00455871079249542,0.00397750389518931
244,2.982085009158298E-3,0.00374288761204215,0.00414545443070318,0.00449760983374602,0.00504188349621856,0.00557995136483851,0.00765643980728022,0.00415461720440455,0.00565418462623659,0.00416478846916803,0.00436896015814553,0.00403145190468266,0.00465507094468039,0.00463334155005957,0.00479773949815774,0.00423976148479917,0.00417369560323658,0.00633829857737137,0.0045789280295053,0.00472188046827731,0.00408987597153466,0.00429508776531219,0.00410265889693227,0.00437762334767379,0.00418703096556539,0.00477747027324036,0.00409169869883327,0.00416644782567363,0.00456190566658279,0.00514000043319607,0.00414324147971278,0.00443386806584144,0.0046065247285243,0.00450717006685877,0.00479848785069677,0.00528195923506127,0.00433313228448415,0.00556531773087075,0.00508096569795668,0.00451943559132688,0.00463847621700856,0.00484323444267212,0.0043915143820138,0.00416053102969425,0.00485503183918128,0.00491157720152125,0.004285986608994,0.0051316791570578,0.00418032443537845,0.00624033293536768,0.00405758828164441,0.0041360391069944,0.00531187884639616,0.00457259656026168,0.00466086508157311,0.00443918092490007,0.00461197294988057,0.00438341696086075,0.00436707412831886,0.00694260752325685,0.00508176283738172,0.0043893057635945,0.00420430623707125,0.00490026162148413,0.00443050739375276,0.00474507543830113,0.00518844604730167,0.00475568658924725,0.00440653215014318,0.00471742916969246,0.00410994081344806
245,3.0702132773129387E-3,0.00386035568892956,0.00427973984422727,0.00464569030091235,0.00521370658755636,0.00577570191588962,0.00795474235664442,0.0042897436564355,0.00585528139976024,0.00430149976282297,0.00451425316253013,0.00416188255059866,0.00481158515572554,0.00478830070070156,0.00495998993016231,0.00437731703796264,0.00430920202986834,0.00657350742041159,0.00473187882437273,0.00487930507678876,0.00422115785400736,0.00443779129093103,0.00423453615870485,0.00452243337280718,0.00432285372069258,0.00493700020195664,0.00422127428032651,0.00430098887053925,0.0047134833726886,0.00531962916965884,0.00427720282007433,0.0045847596482822,0.00475961315273329,0.00465501395244397,0.00495899341398527,0.00546424097642802,0.00447541346200002,0.00576197551709106,0.00525574565840736,0.00466893990801891,0.00479145152312187,0.00500921344936969,0.00453439669400291,0.00429459127388225,0.00501989917227314,0.00507987624834134,0.0044265943622821,0.00530843204825263,0.00431414068384153,0.00647005837733366,0.00418588863889754,0.00427094496720326,0.00550202492673696,0.00472487515228041,0.00481958366169153,0.00458664655631845,0.00476476787693865,0.0045263150379655,0.00451353212347823,0.0072106757242379,0.00525627015247569,0.00453471552823352,0.00434051900239574,0.00506573499578059,0.00457445991123939,0.00490410193763681,0.00536821009046272,0.00491728470193523,0.00455196294146668,0.0048761475468895,0.00424237773170681
246,3.1583415454675794E-3,0.00397782376581697,0.00441402525775136,0.00479377076807869,0.00538552967889417,0.00597145246694073,0.00825304490600863,0.00442487010846645,0.00605637817328388,0.00443821105647791,0.00465954616691474,0.00429231319651467,0.00496809936677068,0.00494325985134356,0.00512224036216688,0.00451487259112612,0.00444470845650011,0.00680871626345182,0.00488482961924015,0.00503672968530022,0.00435243973648005,0.00458049481654987,0.00436641342047743,0.00466724339794058,0.00445867647581977,0.00509653013067292,0.00435084986181974,0.00443552991540489,0.0048650610787944,0.00549925790612162,0.00441116416043589,0.00473565123072296,0.00491270157694228,0.00480285783802917,0.00511949897727377,0.00564652271779476,0.00461769463951589,0.00595863330331137,0.00543052561885803,0.00481844422471093,0.00494442682923518,0.00517519245606726,0.00467727900599202,0.00442865151807026,0.00518476650536501,0.00524817529516142,0.00456720211557021,0.00548518493944746,0.00444795693230461,0.00669978381929964,0.00431418899615067,0.00440585082741212,0.00569217100707775,0.00487715374429913,0.00497830224180995,0.00473411218773683,0.00491756280399673,0.00466921311507024,0.00465999011863759,0.00747874392521896,0.00543077746756965,0.00468012529287253,0.00447673176772024,0.00523120837007705,0.00471841242872601,0.00506312843697249,0.00554797413362377,0.0050788828146232,0.00469739373279017,0.00503486592408655,0.00437481464996556
247,3.2464698136222166E-3,0.00409529184270439,0.00454831067127544,0.00494185123524502,0.00555735277023197,0.00616720301799185,0.00855134745537284,0.0045599965604974,0.00625747494680752,0.00457492235013285,0.00480483917129934,0.00442274384243067,0.00512461357781583,0.00509821900198555,0.00528449079417145,0.00465242814428959,0.00458021488313188,0.00704392510649204,0.00503778041410757,0.00519415429381166,0.00448372161895275,0.0047231983421687,0.00449829068225001,0.00481205342307398,0.00459449923094696,0.0052560600593892,0.00448042544331298,0.00457007096027052,0.0050166387849002,0.0056788866425844,0.00454512550079745,0.00488654281316372,0.00506579000115127,0.00495070172361437,0.00528000454056227,0.0058288044591615,0.00475997581703177,0.00615529108953169,0.0056053055793087,0.00496794854140296,0.0050974021353485,0.00534117146276484,0.00482016131798113,0.00456271176225828,0.00534963383845687,0.00541647434198151,0.00470780986885832,0.00566193783064228,0.00458177318076769,0.00692950926126561,0.00444248935340379,0.00454075668762098,0.00588231708741855,0.00502943233631786,0.00513702082192837,0.00488157781915521,0.00507035773105481,0.00481211119217499,0.00480644811379695,0.00774681212620002,0.00560528478266361,0.00482553505751155,0.00461294453304474,0.00539668174437351,0.00486236494621263,0.00522215493630818,0.00572773817678482,0.00524048092731117,0.00484282452411367,0.0051935843012836,0.00450725156822431
248,3.3345980817768572E-3,0.0042127599195918,0.00468259608479953,0.00508993170241136,0.00572917586156977,0.00636295356904296,0.00884965000473703,0.00469512301252834,0.00645857172033116,0.00471163364378779,0.00495013217568395,0.00455317448834668,0.00528112778886098,0.00525317815262755,0.00544674122617602,0.00478998369745306,0.00471572130976365,0.00727913394953227,0.00519073120897499,0.00535157890232312,0.00461500350142545,0.00486590186778754,0.00463016794402259,0.00495686344820738,0.00473032198607414,0.00541558998810548,0.00461000102480622,0.00470461200513614,0.005168216491006,0.00585851537904718,0.004679086841159,0.00503743439560447,0.00521887842536026,0.00509854560919958,0.00544051010385076,0.00601108620052825,0.00490225699454764,0.006351948875752,0.00578008553975937,0.00511745285809499,0.00525037744146181,0.00550715046946242,0.00496304362997024,0.00469677200644629,0.00551450117154874,0.0055847733888016,0.00484841762214643,0.00583869072183711,0.00471558942923076,0.00715923470323159,0.00457078971065691,0.00467566254782985,0.00607246316775934,0.00518171092833658,0.00529573940204679,0.00502904345057358,0.00522315265811289,0.00495500926927973,0.00495290610895632,0.00801488032718108,0.00577979209775757,0.00497094482215057,0.00474915729836923,0.00556215511866997,0.00500631746369926,0.00538118143564386,0.00590750221994587,0.00540207903999915,0.00498825531543717,0.00535230267848064,0.00463968848648306
249,3.4227263499314979E-3,0.00433022799647921,0.00481688149832361,0.00523801216957769,0.00590099895290758,0.00655870412009407,0.00914795255410124,0.00483024946455929,0.00665966849385481,0.00484834493744273,0.00509542518006855,0.00468360513426268,0.00543764199990612,0.00540813730326954,0.00560899165818059,0.00492753925061653,0.00485122773639542,0.00751434279257249,0.00534368200384241,0.00550900351083457,0.00474628538389814,0.00500860539340638,0.00476204520579517,0.00510167347334077,0.00486614474120133,0.00557511991682175,0.00473957660629945,0.00483915305000178,0.0053197941971118,0.00603814411550996,0.00481304818152055,0.00518832597804524,0.00537196684956926,0.00524638949478478,0.00560101566713926,0.00619336794189499,0.00504453817206351,0.00654860666197231,0.00595486550021004,0.00526695717478701,0.00540335274757512,0.00567312947615999,0.00510592594195935,0.0048308322506343,0.0056793685046406,0.00575307243562168,0.00498902537543454,0.00601544361303194,0.00484940567769384,0.00738896014519758,0.00469909006791004,0.00481056840803871,0.00626260924810014,0.00533398952035531,0.00545445798216521,0.00517650908199197,0.00537594758517096,0.00509790734638447,0.00509936410411568,0.00828294852816214,0.00595429941285153,0.00511635458678958,0.00488537006369373,0.00572762849296643,0.00515026998118588,0.00554020793497954,0.00608726626310692,0.00556367715268712,0.00513368610676066,0.00551102105567768,0.00477212540474182
250,3.5108546180861351E-3,0.00444769607336663,0.0049511669118477,0.00538609263674402,0.00607282204424538,0.00675445467114518,0.00944625510346544,0.00496537591659024,0.00686076526737845,0.00498505623109767,0.00524071818445315,0.00481403578017869,0.00559415621095127,0.00556309645391153,0.00577124209018515,0.00506509480378,0.00498673416302718,0.00774955163561271,0.00549663279870982,0.00566642811934602,0.00487756726637084,0.00515130891902522,0.00489392246756775,0.00524648349847417,0.00500196749632852,0.00573464984553804,0.00486915218779268,0.0049736940948674,0.00547137190321761,0.00621777285197273,0.00494700952188211,0.00533921756048599,0.00552505527377825,0.00539423338036998,0.00576152123042775,0.00637564968326173,0.00518681934957938,0.00674526444819262,0.00612964546066072,0.00541646149147904,0.00555632805368844,0.00583910848285757,0.00524880825394846,0.00496489249482231,0.00584423583773247,0.00592137148244176,0.00512963312872265,0.00619219650422677,0.00498322192615691,0.00761868558716355,0.00482739042516317,0.00494547426824757,0.00645275532844093,0.00548626811237404,0.00561317656228363,0.00532397471341034,0.00552874251222904,0.00524080542348921,0.00524582209927504,0.00855101672914319,0.0061288067279455,0.00526176435142859,0.00502158282901823,0.00589310186726288,0.00529422249867251,0.00569923443431523,0.00626703030626797,0.00572527526537509,0.00527911689808416,0.00566973943287473,0.00490456232300056
