"sample","abs","conc","df","runID","SRP","projectID","lakeID","site","dateSample","timeSample","depthClass","depthTop","depthBottom","comments","sampleID","ID","flag"
"F186",0.04,NA,1,"SRP_run3_20201113.xlsx",6.902497444289,35,"TR","DeepHole","8/26/2020","9:15","Hypo",5,5,NA,"TR_DeepHole_20200826_0915_Hypo_5_Limno.Sample.20160505",186,NA
"F187",0.025,NA,1,"SRP_run3_20201113.xlsx",4.49966679808663,35,"WL","DeepHole","8/26/2020","11:37","PML",0,1.5,NA,"WL_DeepHole_20200826_1137_PML_1.5_Limno.Sample.20160505",187,NA
"F188",0.36,NA,1,"SRP_run3_20201113.xlsx",58.1628845632729,35,"WL","DeepHole","8/26/2020","11:37","Hypo",8,8,NA,"WL_DeepHole_20200826_1137_Hypo_8_Limno.Sample.20160505",188,NA
"F189",0.034,NA,1,"SRP_run3_20201113.xlsx",5.94136518580805,35,"CYB","DeepHole","8/27/2020","10:15","PML",0,0.5,NA,"CYB_DeepHole_20200827_1015_PML_0.5_Limno.Sample.20160505",189,NA
"F19",0.014,NA,1,"SRP_run1_20201110.xlsx",2.23278608952263,15,"HB","DeepHole","6/10/2020","11:40","PML",0,0.5,NA,"HB_DeepHole_20200610_1140_PML_0.5_Limno.Sample.20160505",19,NA
"F190",0.019,NA,1,"SRP_run3_20201113.xlsx",3.53853453960568,35,"CYB","DeepHole","8/27/2020","10:15","Hypo",2,2,NA,"CYB_DeepHole_20200827_1015_Hypo_2_Limno.Sample.20160505",190,NA
"F191",0.017,NA,1,"SRP_run3_20201113.xlsx",3.21815712011204,35,"TB","DeepHole","8/27/2020","11:15","PML",0,0.5,NA,"TB_DeepHole_20200827_1115_PML_0.5_Limno.Sample.20160505",191,NA
"F192",0.024,NA,1,"SRP_run3_20201113.xlsx",4.33947808833981,35,"TB","DeepHole","8/27/2020","11:15","Hypo",3.5,3.5,NA,"TB_DeepHole_20200827_1115_Hypo_3.5_Limno.Sample.20160505",192,NA
"F193",0.021,NA,1,"SRP_run3_20201113.xlsx",3.85891195909933,41,"JO","DeepHole","9/1/2020","8:55","PML",0,3,NA,"JO_DeepHole_20200901_0855_PML_3_Limno.Sample.20160505",193,NA
"F194",0.071,NA,1,"SRP_run2_20201111.xlsx",11.8354215357487,41,"JO","DeepHole","9/1/2020","8:55","Hypo",4.5,4.5,NA,"JO_DeepHole_20200901_0855_Hypo_4.5_Limno.Sample.20160505",194,NA
"F2",0.025,NA,1,"SRP_run1_20201110.xlsx",3.99641584160261,3,"WL","DeepHole","6/4/2020","9:15","PML",0,1,NA,"WL_DeepHole_20200604_0915_PML_1_Limno.Sample.20160505",2,NA
"F20",0.072,NA,1,"SRP_run1_20201110.xlsx",11.531924782308,15,"HB","DeepHole","6/10/2020","11:40","Hypo",4,4,NA,"HB_DeepHole_20200610_1140_Hypo_4_Limno.Sample.20160505",20,NA
"F21",0.015,NA,1,"SRP_run1_20201110.xlsx",2.39311606698445,15,"HB","Outlet","6/10/2020","11:40","Surface",0,0,NA,"HB_Outlet_20200610_1140_Surface_0_Limno.Sample.20160505",21,NA
"F22",0.02,NA,1,"SRP_run1_20201110.xlsx",3.19476595429353,17,"ME","DeepHole","6/10/2020","9:36","PML",0,1,NA,"ME_DeepHole_20200610_0936_PML_1_Limno.Sample.20160505",22,NA
"F23",0.037,NA,1,"SRP_run1_20201110.xlsx",5.92037557114441,17,"ME","DeepHole","6/10/2020","9:36","Hypo",3.5,3.5,NA,"ME_DeepHole_20200610_0936_Hypo_3.5_Limno.Sample.20160505",23,NA
"F24",0.013,NA,1,"SRP_run1_20201110.xlsx",2.07245611206081,17,"ME","Outlet","6/10/2020","9:36","Surface",0,0,NA,"ME_Outlet_20200610_0936_Surface_0_Limno.Sample.20160505",24,NA
"F25",0.011,NA,1,"SRP_run1_20201110.xlsx",1.75179615713718,15,"CR","DeepHole","6/11/2020","9:30","PML",0,2.5,NA,"CR_DeepHole_20200611_0930_PML_2.5_Limno.Sample.20160505",25,NA
"F26",NA,NA,1,NA,NA,15,"CR","DeepHole","6/11/2020","9:30","Hypo",8,8,"failed QA/QC range check; reruns qualitatively similar; original value reported","CR_DeepHole_20200611_0930_Hypo_8_Limno.Sample.20160505",26,"1"
"F27",0.022,NA,1,"SRP_run1_20201110.xlsx",3.51542590921716,15,"CR","Outlet","6/11/2020","9:30","Surface",0,0,NA,"CR_Outlet_20200611_0930_Surface_0_Limno.Sample.20160505",27,NA
"F28",0.026,NA,1,"SRP_run1_20201110.xlsx",4.15674581906443,15,"MO","DeepHole","6/12/2020","9:25","PML",0,1.5,NA,"MO_DeepHole_20200612_0925_PML_1.5_Limno.Sample.20160505",28,NA
"F29",0.339,NA,1,"SRP_run1_20201110.xlsx",54.340028764613,15,"MO","DeepHole","6/12/2020","9:25","Hypo",4.5,4.5,NA,"MO_DeepHole_20200612_0925_Hypo_4.5_Limno.Sample.20160505",29,NA
"F3",0.112,NA,1,"SRP_run1_20201110.xlsx",17.9451238807806,3,"WL","DeepHole","6/4/2020","9:15","Hypo",8,8,NA,"WL_DeepHole_20200604_0915_Hypo_8_Limno.Sample.20160505",3,NA
"F30",0.021,NA,1,"SRP_run1_20201110.xlsx",3.35509593175534,15,"MO","Inlet1","6/12/2020","9:25","Surface",0,0,NA,"MO_Inlet1_20200612_0925_Surface_0_Limno.Sample.20160505",30,NA
"F31",0.063,NA,1,"SRP_run1_20201110.xlsx",10.0889549851516,15,"MO","Inlet2","6/12/2020","9:25","Surface",0,0,NA,"MO_Inlet2_20200612_0925_Surface_0_Limno.Sample.20160505",31,NA
"F32",0.108,NA,1,"SRP_run1_20201110.xlsx",17.3038039709334,15,"MO","Inlet3","6/12/2020","9:25","Surface",0,0,NA,"MO_Inlet3_20200612_0925_Surface_0_Limno.Sample.20160505",32,NA
"F33",0.063,NA,1,"SRP_run1_20201110.xlsx",10.0889549851516,17,"BR","DeepHole","6/15/2020","11:42","PML",0,2,NA,"BR_DeepHole_20200615_1142_PML_2_Limno.Sample.20160505",33,NA
"F34",0.066,NA,1,"SRP_run1_20201110.xlsx",10.5699449175371,17,"BR","DeepHole","6/15/2020","11:42","Hypo",3.5,3.5,NA,"BR_DeepHole_20200615_1142_Hypo_3.5_Limno.Sample.20160505",34,NA
"F35",0.018,NA,1,"SRP_run1_20201110.xlsx",2.87410599936989,17,"BA","DeepHole","6/15/2020","14:00","PML",0,2.5,NA,"BA_DeepHole_20200615_1400_PML_2.5_Limno.Sample.20160505",35,NA
"F36",0.021,NA,1,"SRP_run1_20201110.xlsx",3.35509593175534,17,"BA","DeepHole","6/15/2020","14:00","Hypo",6.5,6.5,NA,"BA_DeepHole_20200615_1400_Hypo_6.5_Limno.Sample.20160505",36,NA
"F37",0.018,NA,1,"SRP_run1_20201110.xlsx",2.87410599936989,3,"FE","DeepHole","6/16/2020","10:35","PML",0,1.5,NA,"FE_DeepHole_20200616_1035_PML_1.5_Limno.Sample.20160505",37,NA
"F38",0.222,NA,1,"SRP_run1_20201110.xlsx",35.5814214015805,3,"FE","DeepHole","6/16/2020","10:35","Hypo",8,8,NA,"FE_DeepHole_20200616_1035_Hypo_8_Limno.Sample.20160505",38,NA
"F39",0.247,NA,1,"SRP_run1_20201110.xlsx",39.5896708381259,3,"FE","Inlet1","6/16/2020","10:35","Surface",0,0,NA,"FE_Inlet1_20200616_1035_Surface_0_Limno.Sample.20160505",39,NA
"F4",0.024,NA,1,"SRP_run1_20201110.xlsx",3.83608586414079,3,"FE","DeepHole","6/4/2020","10:45","PML",0,0.5,NA,"FE_DeepHole_20200604_1045_PML_0.5_Limno.Sample.20160505",4,NA
"F40",0.013,NA,1,"SRP_run1_20201110.xlsx",2.07245611206081,3,"WL","DeepHole","6/16/2020","8:56","PML",0,2,NA,"WL_DeepHole_20200616_0856_PML_2_Limno.Sample.20160505",40,NA
"F41",0.143,NA,1,"SRP_run1_20201110.xlsx",22.915353182097,3,"WL","DeepHole","6/16/2020","8:56","Hypo",8,8,NA,"WL_DeepHole_20200616_0856_Hypo_8_Limno.Sample.20160505",41,NA
"F42",0.023,NA,1,"SRP_run1_20201110.xlsx",3.67575588667898,17,"PA","DeepHole","6/17/2020","9:20","PML",0,2,NA,"PA_DeepHole_20200617_0920_PML_2_Limno.Sample.20160505",42,NA
"F43",0.017,NA,1,"SRP_run1_20201110.xlsx",2.71377602190808,17,"PA","DeepHole","6/17/2020","9:20","Hypo",5.5,5.5,NA,"PA_DeepHole_20200617_0920_Hypo_5.5_Limno.Sample.20160505",43,NA
"F44",0.017,NA,1,"SRP_run1_20201110.xlsx",2.71377602190808,17,"PE","DeepHole","6/17/2020","10:38","PML",0,2,NA,"PE_DeepHole_20200617_1038_PML_2_Limno.Sample.20160505",44,NA
"F45",0.639,NA,1,"SRP_run1_20201110.xlsx",102.439022003158,17,"PE","DeepHole","6/17/2020","10:38","Hypo",9,9,NA,"PE_DeepHole_20200617_1038_Hypo_9_Limno.Sample.20160505",45,NA
"F46",0.039,NA,1,"SRP_run1_20201110.xlsx",6.24103552606804,15,"MO","DeepHole","6/22/2020","9:05","PML",0,3.5,NA,"MO_DeepHole_20200622_0905_PML_3.5_Limno.Sample.20160505",46,NA
"F47",0.028,NA,1,"SRP_run1_20201110.xlsx",4.47740577398806,15,"MO","DeepHole","6/22/2020","9:05","Hypo",7,7,NA,"MO_DeepHole_20200622_0905_Hypo_7_Limno.Sample.20160505",47,NA
"F48",0.087,NA,1,"SRP_run1_20201110.xlsx",13.9368744442352,15,"MO","Inlet1","6/22/2020","9:05","Surface",0,0,NA,"MO_Inlet1_20200622_0905_Surface_0_Limno.Sample.20160505",48,NA
"F49",0.077,NA,1,"SRP_run1_20201110.xlsx",12.3335746696171,15,"MO","Inlet2","6/22/2020","9:05","Surface",0,0,NA,"MO_Inlet2_20200622_0905_Surface_0_Limno.Sample.20160505",49,NA
"F5",0.27,NA,1,"SRP_run1_20201110.xlsx",43.2772603197477,3,"FE","DeepHole","6/4/2020","10:45","Hypo",8,8,NA,"FE_DeepHole_20200604_1045_Hypo_8_Limno.Sample.20160505",5,NA
"F50",0.151,NA,1,"SRP_run1_20201110.xlsx",24.1979930017915,15,"MO","Inlet3","6/22/2020","9:05","Surface",0,0,NA,"MO_Inlet3_20200622_0905_Surface_0_Limno.Sample.20160505",50,NA
"F51",0.019,NA,1,"SRP_run1_20201110.xlsx",3.03443597683171,3,"FE","DeepHole","6/23/2020","11:25","PML",0,1.5,NA,"FE_DeepHole_20200623_1125_PML_1.5_Limno.Sample.20160505",51,NA
"F52",0.291,NA,1,"SRP_run1_20201110.xlsx",46.6441898464458,3,"FE","DeepHole","6/23/2020","11:25","Hypo",8,8,NA,"FE_DeepHole_20200623_1125_Hypo_8_Limno.Sample.20160505",52,NA
"F53",0.757,NA,1,"SRP_run1_20201110.xlsx",121.357959343652,3,"FE","Inlet1","6/23/2020","11:25","Surface",0,0,NA,"FE_Inlet1_20200623_1125_Surface_0_Limno.Sample.20160505",53,NA
"F54",0.016,NA,1,"SRP_run1_20201110.xlsx",2.55344604444626,3,"WL","DeepHole","6/23/2020","9:45","PML",0,1.5,NA,"WL_DeepHole_20200623_0945_PML_1.5_Limno.Sample.20160505",54,NA
"F55",0.13,NA,1,"SRP_run1_20201110.xlsx",20.8310634750933,3,"WL","DeepHole","6/23/2020","9:45","Hypo",8,8,NA,"WL_DeepHole_20200623_0945_Hypo_8_Limno.Sample.20160505",55,NA
"F56",0.015,NA,1,"SRP_run1_20201110.xlsx",2.39311606698445,15,"HB","DeepHole","6/24/2020","10:53","PML",0,0.5,NA,"HB_DeepHole_20200624_1053_PML_0.5_Limno.Sample.20160505",56,NA
"F57",0.066,NA,1,"SRP_run2_20201111.xlsx",11.0429755882519,15,"HB","DeepHole","6/24/2020","10:53","Hypo",4,4,NA,"HB_DeepHole_20200624_1053_Hypo_4_Limno.Sample.20160505",57,NA
"F58",0.027,NA,1,"SRP_run1_20201110.xlsx",4.31707579652624,15,"HB","Outlet","6/24/2020","10:53","Surface",0,0,NA,"HB_Outlet_20200624_1053_Surface_0_Limno.Sample.20160505",58,NA
"F59",0.014,NA,1,"SRP_run1_20201110.xlsx",2.23278608952263,17,"ME","DeepHole","6/24/2020","8:52","PML",0,1.5,NA,"ME_DeepHole_20200624_0852_PML_1.5_Limno.Sample.20160505",59,NA
"F6",0.614,NA,1,"SRP_run1_20201110.xlsx",98.4307725666125,3,"FE","Inlet1","6/4/2020","10:45","Surface",0,0,NA,"FE_Inlet1_20200604_1045_Surface_0_Limno.Sample.20160505",6,NA
"F60",0.031,NA,1,"SRP_run1_20201110.xlsx",4.95839570637351,17,"ME","DeepHole","6/24/2020","8:52","Hypo",3,3,NA,"ME_DeepHole_20200624_0852_Hypo_3_Limno.Sample.20160505",60,NA
"F61",0.029,NA,1,"SRP_run1_20201110.xlsx",4.63773575144988,17,"ME","Outlet","6/24/2020","8:52","Surface",0,0,NA,"ME_Outlet_20200624_0852_Surface_0_Limno.Sample.20160505",61,NA
"F62",0.015,NA,1,"SRP_run2_20201111.xlsx",2.96002692378457,15,"CR","DeepHole","6/25/2020","10:06","PML",0,2.5,NA,"CR_DeepHole_20200625_1006_PML_2.5_Limno.Sample.20160505",62,NA
"F63",0.015,NA,1,"SRP_run2_20201111.xlsx",2.96002692378457,15,"CR","DeepHole","6/25/2020","10:06","Hypo",11,11,NA,"CR_DeepHole_20200625_1006_Hypo_11_Limno.Sample.20160505",63,NA
"F64",0.015,NA,1,"SRP_run2_20201111.xlsx",2.96002692378457,15,"CR","Outlet","6/25/2020","10:06","Surface",0,0,NA,"CR_Outlet_20200625_1006_Surface_0_Limno.Sample.20160505",64,NA
"F65",0.01,NA,1,"SRP_run1_20201110.xlsx",1.59146617967536,17,"TU","DeepHole","6/25/2020","12:31","PML",0,1.5,NA,"TU_DeepHole_20200625_1231_PML_1.5_Limno.Sample.20160505",65,NA
"F66",0.019,NA,1,"SRP_run1_20201110.xlsx",3.03443597683171,17,"TU","DeepHole","6/25/2020","12:31","Hypo",7,7,NA,"TU_DeepHole_20200625_1231_Hypo_7_Limno.Sample.20160505",66,NA
"F67",0.01,NA,1,"SRP_run2_20201111.xlsx",2.16758097628777,17,"WA","DeepHole","6/29/2020","8:54","PML",0,1,NA,"WA_DeepHole_20200629_0854_PML_1_Limno.Sample.20160505",67,NA
"F68",0.019,NA,1,"SRP_run2_20201111.xlsx",3.59398368178201,17,"WA","DeepHole","6/29/2020","8:54","Hypo",3.5,3.5,NA,"WA_DeepHole_20200629_0854_Hypo_3.5_Limno.Sample.20160505",68,NA
"F69",0.02,NA,1,"SRP_run2_20201111.xlsx",3.75247287128137,3,"FE","DeepHole","6/30/2020","11:30","PML",0,1,NA,"FE_DeepHole_20200630_1130_PML_1_Limno.Sample.20160505",69,NA
"F7",0.063,NA,1,"SRP_run1_20201110.xlsx",10.0889549851516,35,"BR","DeepHole","6/6/2020","13:54","point",5.5,5.5,NA,"BR_DeepHole_20200606_1354_point_5.5_Limno.Sample.20160505",7,NA
"F70",0.107,NA,1,"SRP_run2_20201111.xlsx",17.5410323577257,3,"FE","DeepHole","6/30/2020","11:30","Hypo",8,8,NA,"FE_DeepHole_20200630_1130_Hypo_8_Limno.Sample.20160505",70,NA
"F71",NA,NA,1,NA,NA,3,"WL","DeepHole","6/30/2020","9:58","PML",0,1,"failed QA/QC range check; reruns quite different; rerun reported","WL_DeepHole_20200630_0958_PML_1_Limno.Sample.20160505",71,"1"
"F72",0.224,NA,1,"SRP_run2_20201111.xlsx",36.0842675291507,3,"WL","DeepHole","6/30/2020","9:58","Hypo",8,8,NA,"WL_DeepHole_20200630_0958_Hypo_8_Limno.Sample.20160505",72,NA
"F73",0.018,NA,1,"SRP_run2_20201111.xlsx",3.43549449228265,17,"BO","DeepHole","7/1/2020","10:41","PML",0,0.25,NA,"BO_DeepHole_20200701_1041_PML_0.25_Limno.Sample.20160505",73,NA
"F74",0.05,NA,1,"SRP_run2_20201111.xlsx",8.50714855626216,17,"BO","DeepHole","7/1/2020","10:41","Hypo",2,2,NA,"BO_DeepHole_20200701_1041_Hypo_2_Limno.Sample.20160505",74,NA
"F75",0.051,NA,1,"SRP_run2_20201111.xlsx",8.66563774576152,17,"CB","DeepHole","7/1/2020","9:09","PML",0,0.5,NA,"CB_DeepHole_20200701_0909_PML_0.5_Limno.Sample.20160505",75,NA
"F76",0.013,NA,1,"SRP_run1_20201110.xlsx",2.07245611206081,17,"CB","DeepHole","7/1/2020","9:09","Hypo",3,3,NA,"CB_DeepHole_20200701_0909_Hypo_3_Limno.Sample.20160505",76,NA
"F77",0.011,NA,1,"SRP_run2_20201111.xlsx",2.32607016578713,17,"NG","DeepHole","7/3/2020","9:20","PML",0,0.25,NA,"NG_DeepHole_20200703_0920_PML_0.25_Limno.Sample.20160505",77,NA
"F78",0.024,NA,1,"SRP_run2_20201111.xlsx",4.38642962927881,17,"NG","DeepHole","7/3/2020","9:20","Hypo",4,4,NA,"NG_DeepHole_20200703_0920_Hypo_4_Limno.Sample.20160505",78,NA
"F79",0.014,NA,1,"SRP_run2_20201111.xlsx",2.80153773428521,15,"MO","DeepHole","7/6/2020","9:01","PML",0,0.5,NA,"MO_DeepHole_20200706_0901_PML_0.5_Limno.Sample.20160505",79,NA
"F8",0.132,NA,1,"SRP_run1_20201110.xlsx",21.151723430017,35,"CB","DeepHole","6/6/2020","10:10","point",5.5,5.5,NA,"CB_DeepHole_20200606_1010_point_5.5_Limno.Sample.20160505",8,NA
"F80",0.021,NA,1,"SRP_run2_20201111.xlsx",3.91096206078073,15,"MO","DeepHole","7/6/2020","9:01","Hypo",3.5,3.5,NA,"MO_DeepHole_20200706_0901_Hypo_3.5_Limno.Sample.20160505",80,NA
"F81",0.103,NA,1,"SRP_run1_20201110.xlsx",16.5021540836243,15,"MO","Inlet1","7/6/2020","9:01","Surface",0,0,NA,"MO_Inlet1_20200706_0901_Surface_0_Limno.Sample.20160505",81,NA
"F82",0.102,NA,1,"SRP_run1_20201110.xlsx",16.3418241061625,15,"MO","Inlet2","7/6/2020","9:01","Surface",0,0,NA,"MO_Inlet2_20200706_0901_Surface_0_Limno.Sample.20160505",82,NA
"F83",0.013,NA,1,"SRP_run2_20201111.xlsx",2.64304854478585,3,"FE","DeepHole","7/7/2020","11:30","PML",0,0.25,NA,"FE_DeepHole_20200707_1130_PML_0.25_Limno.Sample.20160505",83,NA
"F84",0.328,NA,1,"SRP_run2_20201111.xlsx",52.5671432370842,3,"FE","DeepHole","7/7/2020","11:30","Hypo",8,8,NA,"FE_DeepHole_20200707_1130_Hypo_8_Limno.Sample.20160505",84,NA
"F85",0.005,NA,1,"SRP_run2_20201111.xlsx",1.37513502879097,3,"WL","DeepHole","7/7/2020","10:00","PML",0,1,NA,"WL_DeepHole_20200707_1000_PML_1_Limno.Sample.20160505",85,NA
"F86",0.221,NA,1,"SRP_run2_20201111.xlsx",35.6087999606527,3,"WL","DeepHole","7/7/2020","10:00","Hypo",8,8,NA,"WL_DeepHole_20200707_1000_Hypo_8_Limno.Sample.20160505",86,NA
"F87",0.012,NA,1,"SRP_run2_20201111.xlsx",2.48455935528649,15,"HB","DeepHole","7/8/2020","9:45","PML",0,0.25,NA,"HB_DeepHole_20200708_0945_PML_0.25_Limno.Sample.20160505",87,NA
"F88",0.034,NA,1,"SRP_run2_20201111.xlsx",5.9713215242724,15,"HB","DeepHole","7/8/2020","9:45","Hypo",3.5,3.5,NA,"HB_DeepHole_20200708_0945_Hypo_3.5_Limno.Sample.20160505",88,NA
"F89",0.026,NA,1,"SRP_run2_20201111.xlsx",4.70340800827753,15,"HB","Outlet","7/8/2020","9:45","Surface",0,0,NA,"HB_Outlet_20200708_0945_Surface_0_Limno.Sample.20160505",89,NA
"F9",0.461,NA,1,"SRP_run1_20201110.xlsx",73.9002860149546,35,"NG","DeepHole","6/6/2020","11:35","point",5.5,5.5,NA,"NG_DeepHole_20200606_1135_point_5.5_Limno.Sample.20160505",9,NA
"F90",0.01,NA,1,"SRP_run2_20201111.xlsx",2.16758097628777,15,"CR","DeepHole","7/10/2020","10:25","PML",0,2.5,NA,"CR_DeepHole_20200710_1025_PML_2.5_Limno.Sample.20160505",90,NA
"F91",0.017,NA,1,"SRP_run2_20201111.xlsx",3.27700530278329,15,"CR","DeepHole","7/10/2020","10:25","Hypo",7.5,7.5,NA,"CR_DeepHole_20200710_1025_Hypo_7.5_Limno.Sample.20160505",91,NA
"F92",0.01,NA,1,"SRP_run2_20201111.xlsx",2.16758097628777,15,"CR","Outlet","7/10/2020","10:25","Surface",0,0,NA,"CR_Outlet_20200710_1025_Surface_0_Limno.Sample.20160505",92,NA
"F93",0.014,NA,1,"SRP_run2_20201111.xlsx",2.80153773428521,3,"FE","DeepHole","7/15/2020","10:15","PML",0,1.5,NA,"FE_DeepHole_20200715_1015_PML_1.5_Limno.Sample.20160505",93,NA
"F94",0.209,NA,1,"SRP_run2_20201111.xlsx",33.7069296866603,3,"FE","DeepHole","7/15/2020","10:15","Hypo",8,8,NA,"FE_DeepHole_20200715_1015_Hypo_8_Limno.Sample.20160505",94,NA
"F95",0.12,NA,1,"SRP_run2_20201111.xlsx",19.6013918212173,3,"FE","Inlet1","7/15/2020","10:15","Surface",0,0,NA,"FE_Inlet1_20200715_1015_Surface_0_Limno.Sample.20160505",95,NA
"F96",0.009,NA,1,"SRP_run2_20201111.xlsx",2.00909178678841,3,"WL","DeepHole","7/15/2020","9:07","PML",0,2,NA,"WL_DeepHole_20200715_0907_PML_2_Limno.Sample.20160505",96,NA
"F97",0.212,NA,1,"SRP_run2_20201111.xlsx",34.1823972551584,3,"WL","DeepHole","7/15/2020","9:07","Hypo",8,8,NA,"WL_DeepHole_20200715_0907_Hypo_8_Limno.Sample.20160505",97,NA
"F98",0.009,NA,1,"SRP_run2_20201111.xlsx",2.00909178678841,41,"JO","DeepHole","7/16/2020","11:20","PML",0,2,NA,"JO_DeepHole_20200716_1120_PML_2_Limno.Sample.20160505",98,NA
"F99",0.059,NA,1,"SRP_run2_20201111.xlsx",9.9335512617564,41,"JO","DeepHole","7/16/2020","11:20","Hypo",4.5,4.5,NA,"JO_DeepHole_20200716_1120_Hypo_4.5_Limno.Sample.20160505",99,NA
