"sample","abs","df","runID","TP","projectID","lakeID","site","dateSample","timeSample","depthClass","depthTop","depthBottom","comments","sampleID"
"U186",0.148,1,"TP_run3_20201109.xlsx",21.1777160537618,35,"TR","DeepHole","8/26/2020","9:15","Hypo",5,5,"","TR_DeepHole_20200826_0915_Hypo_5_Limno.Sample.20160505"
"U187",0.083,1,"TP_run3_20201109.xlsx",10.1734168972223,35,"WL","DeepHole","8/26/2020","11:37","PML",0,1.5,"","WL_DeepHole_20200826_1137_PML_1.5_Limno.Sample.20160505"
"U188",0.424,1,"TP_run3_20201109.xlsx",67.9036632415295,35,"WL","DeepHole","8/26/2020","11:37","Hypo",8,8,"","WL_DeepHole_20200826_1137_Hypo_8_Limno.Sample.20160505"
"U189",0.176,1,"TP_run3_20201109.xlsx",25.9180295365788,35,"CYB","DeepHole","8/27/2020","10:15","PML",0,0.5,"","CYB_DeepHole_20200827_1015_PML_0.5_Limno.Sample.20160505"
"U19",0.098,1,"TP_run1_20201028.xlsx",15.606142830884,15,"HB","DeepHole","6/10/2020","11:40","PML",0,0.5,"","HB_DeepHole_20200610_1140_PML_0.5_Limno.Sample.20160505"
"U190",0.195,1,"TP_run3_20201109.xlsx",29.1346708284903,35,"CYB","DeepHole","8/27/2020","10:15","Hypo",2,2,"","CYB_DeepHole_20200827_1015_Hypo_2_Limno.Sample.20160505"
"U191",0.146,1,"TP_run3_20201109.xlsx",20.8391222335605,35,"TB","DeepHole","8/27/2020","11:15","PML",0,0.5,"","TB_DeepHole_20200827_1115_PML_0.5_Limno.Sample.20160505"
"U192",0.173,1,"TP_run3_20201109.xlsx",25.410138806277,35,"TB","DeepHole","8/27/2020","11:15","Hypo",3.5,3.5,"","TB_DeepHole_20200827_1115_Hypo_3.5_Limno.Sample.20160505"
"U193",0.106,1,"TP_run3_20201109.xlsx",14.0672458295362,41,"JO","DeepHole","9/1/2020","8:55","PML",0,3,"","JO_DeepHole_20200901_0855_PML_3_Limno.Sample.20160505"
"U194",0.158,1,"TP_run3_20201109.xlsx",22.8706851547678,41,"JO","DeepHole","9/1/2020","8:55","Hypo",4.5,4.5,"","JO_DeepHole_20200901_0855_Hypo_4.5_Limno.Sample.20160505"
"U2",0.086,1,"TP_run2_20201102.xlsx",11.0403762810179,3,"WL","DeepHole","6/4/2020","9:15","PML",0,1,"","WL_DeepHole_20200604_0915_PML_1_Limno.Sample.20160505"
"U20",0.23,1,"TP_run1_20201028.xlsx",37.8509951863841,15,"HB","DeepHole","6/10/2020","11:40","Hypo",4,4,"","HB_DeepHole_20200610_1140_Hypo_4_Limno.Sample.20160505"
"U21",0.119,1,"TP_run2_20201102.xlsx",16.6764620697043,15,"HB","Outlet","6/10/2020","11:40","Surface",0,0,"","HB_Outlet_20200610_1140_Surface_0_Limno.Sample.20160505"
"U22",0.062,1,"TP_run1_20201028.xlsx",9.53936491574757,17,"ME","DeepHole","6/10/2020","9:36","PML",0,1,"","ME_DeepHole_20200610_0936_PML_1_Limno.Sample.20160505"
"U23",0.095,1,"TP_run1_20201028.xlsx",15.1005780046226,17,"ME","DeepHole","6/10/2020","9:36","Hypo",3.5,3.5,"","ME_DeepHole_20200610_0936_Hypo_3.5_Limno.Sample.20160505"
"U24",0.093,1,"TP_run2_20201102.xlsx",12.2359096301332,17,"ME","Outlet","6/10/2020","9:36","Surface",0,0,"","ME_Outlet_20200610_0936_Surface_0_Limno.Sample.20160505"
"U25",0.06,1,"TP_run1_20201028.xlsx",9.20232169823999,15,"CR","DeepHole","6/11/2020","9:30","PML",0,2.5,"","CR_DeepHole_20200611_0930_PML_2.5_Limno.Sample.20160505"
"U26",0.564,1,"TP_run1_20201028.xlsx",94.1372125101496,15,"CR","DeepHole","6/11/2020","9:30","Hypo",8,8,"","CR_DeepHole_20200611_0930_Hypo_8_Limno.Sample.20160505"
"U26",0.656,1,"TP_reruns_20210419.xlsx",110.955123130114,15,"CR","DeepHole","6/11/2020","9:30","Hypo",8,8,"","CR_DeepHole_20200611_0930_Hypo_8_Limno.Sample.20160505"
"U27",0.095,1,"TP_run1_20201028.xlsx",15.1005780046226,15,"CR","Outlet","6/11/2020","9:30","Surface",0,0,"","CR_Outlet_20200611_0930_Surface_0_Limno.Sample.20160505"
"U28",0.098,1,"TP_run1_20201028.xlsx",15.606142830884,15,"MO","DeepHole","6/12/2020","9:25","PML",0,1.5,"","MO_DeepHole_20200612_0925_PML_1.5_Limno.Sample.20160505"
"U29",0.41,1,"TP_run2_20201102.xlsx",66.376491297212,15,"MO","DeepHole","6/12/2020","9:25","Hypo",4.5,4.5,"","MO_DeepHole_20200612_0925_Hypo_4.5_Limno.Sample.20160505"
"U3",0.262,1,"TP_run2_20201102.xlsx",41.0995004873455,3,"WL","DeepHole","6/4/2020","9:15","Hypo",8,8,"","WL_DeepHole_20200604_0915_Hypo_8_Limno.Sample.20160505"
"U30",0.146,1,"TP_run2_20201102.xlsx",21.2878049877205,15,"MO","Inlet1","6/12/2020","9:25","Surface",0,0,"","MO_Inlet1_20200612_0925_Surface_0_Limno.Sample.20160505"
"U31",0.136,1,"TP_run2_20201102.xlsx",19.57990020327,15,"MO","Inlet2","6/12/2020","9:25","Surface",0,0,"","MO_Inlet2_20200612_0925_Surface_0_Limno.Sample.20160505"
"U32",0.258,1,"TP_run2_20201102.xlsx",40.4163385735654,15,"MO","Inlet3","6/12/2020","9:25","Surface",0,0,"","MO_Inlet3_20200612_0925_Surface_0_Limno.Sample.20160505"
"U33",0.185,1,"TP_run2_20201102.xlsx",27.9486336470772,17,"BR","DeepHole","6/15/2020","11:42","PML",0,2,"","BR_DeepHole_20200615_1142_PML_2_Limno.Sample.20160505"
"U34",0.2,1,"TP_run2_20201102.xlsx",30.5104908237528,17,"BR","DeepHole","6/15/2020","11:42","Hypo",3.5,3.5,"","BR_DeepHole_20200615_1142_Hypo_3.5_Limno.Sample.20160505"
"U35",0.059,1,"TP_run2_20201102.xlsx",6.42903336300169,17,"BA","DeepHole","6/15/2020","14:00","PML",0,2.5,"","BA_DeepHole_20200615_1400_PML_2.5_Limno.Sample.20160505"
"U36",0.1,1,"TP_run2_20201102.xlsx",13.4314429792485,17,"BA","DeepHole","6/15/2020","14:00","Hypo",6.5,6.5,"","BA_DeepHole_20200615_1400_Hypo_6.5_Limno.Sample.20160505"
"U37",0.107,1,"TP_run2_20201102.xlsx",14.6269763283638,3,"FE","DeepHole","6/16/2020","10:35","PML",0,1.5,"","FE_DeepHole_20200616_1035_PML_1.5_Limno.Sample.20160505"
"U38",0.325,1,"TP_run2_20201102.xlsx",51.8593006293833,3,"FE","DeepHole","6/16/2020","10:35","Hypo",8,8,"","FE_DeepHole_20200616_1035_Hypo_8_Limno.Sample.20160505"
"U39",0.362,1,"TP_run2_20201102.xlsx",58.1785483318499,3,"FE","Inlet1","6/16/2020","10:35","Surface",0,0,"","FE_Inlet1_20200616_1035_Surface_0_Limno.Sample.20160505"
"U4",0.124,1,"TP_run2_20201102.xlsx",17.5304144619295,3,"FE","DeepHole","6/4/2020","10:45","PML",0,0.5,"","FE_DeepHole_20200604_1045_PML_0.5_Limno.Sample.20160505"
"U40",0.066,1,"TP_run2_20201102.xlsx",7.62456671211699,3,"WL","DeepHole","6/16/2020","8:56","PML",0,2,"","WL_DeepHole_20200616_0856_PML_2_Limno.Sample.20160505"
"U41",0.262,1,"TP_run2_20201102.xlsx",41.0995004873455,3,"WL","DeepHole","6/16/2020","8:56","Hypo",8,8,"","WL_DeepHole_20200616_0856_Hypo_8_Limno.Sample.20160505"
"U42",0.068,1,"TP_run2_20201102.xlsx",7.96614766900708,17,"PA","DeepHole","6/17/2020","9:20","PML",0,2,"","PA_DeepHole_20200617_0920_PML_2_Limno.Sample.20160505"
"U43",0.073,1,"TP_run2_20201102.xlsx",8.8201000612323,17,"PA","DeepHole","6/17/2020","9:20","Hypo",5.5,5.5,"","PA_DeepHole_20200617_0920_Hypo_5.5_Limno.Sample.20160505"
"U44",0.052,1,"TP_run2_20201102.xlsx",5.23350001388638,17,"PE","DeepHole","6/17/2020","10:38","PML",0,2,"","PE_DeepHole_20200617_1038_PML_2_Limno.Sample.20160505"
"U45",0.586,1,"TP_run2_20201102.xlsx",96.4356155035397,17,"PE","DeepHole","6/17/2020","10:38","Hypo",9,9,"","PE_DeepHole_20200617_1038_Hypo_9_Limno.Sample.20160505"
"U46",0.144,1,"TP_run2_20201102.xlsx",20.9462240308304,15,"MO","DeepHole","6/22/2020","9:05","PML",0,3.5,"","MO_DeepHole_20200622_0905_PML_3.5_Limno.Sample.20160505"
"U47",0.375,1,"TP_run2_20201102.xlsx",60.3988245516355,15,"MO","DeepHole","6/22/2020","9:05","Hypo",7,7,"","MO_DeepHole_20200622_0905_Hypo_7_Limno.Sample.20160505"
"U48",0.141,1,"TP_run2_20201102.xlsx",20.4338525954953,15,"MO","Inlet1","6/22/2020","9:05","Surface",0,0,"","MO_Inlet1_20200622_0905_Surface_0_Limno.Sample.20160505"
"U49",0.216,1,"TP_run2_20201102.xlsx",33.2431384788735,15,"MO","Inlet2","6/22/2020","9:05","Surface",0,0,"","MO_Inlet2_20200622_0905_Surface_0_Limno.Sample.20160505"
"U5",0.39,1,"TP_run2_20201102.xlsx",62.9606817283111,3,"FE","DeepHole","6/4/2020","10:45","Hypo",8,8,"","FE_DeepHole_20200604_1045_Hypo_8_Limno.Sample.20160505"
"U50",0.384,1,"TP_run2_20201102.xlsx",61.9359388576409,15,"MO","Inlet3","6/22/2020","9:05","Surface",0,0,"","MO_Inlet3_20200622_0905_Surface_0_Limno.Sample.20160505"
"U51",0.109,1,"TP_run2_20201102.xlsx",14.9685572852539,3,"FE","DeepHole","6/23/2020","11:25","PML",0,1.5,"","FE_DeepHole_20200623_1125_PML_1.5_Limno.Sample.20160505"
"U52",0.404,1,"TP_run2_20201102.xlsx",65.3517484265417,3,"FE","DeepHole","6/23/2020","11:25","Hypo",8,8,"","FE_DeepHole_20200623_1125_Hypo_8_Limno.Sample.20160505"
"U53",0.84,1,"TP_run2_20201102.xlsx",139.816397028581,3,"FE","Inlet1","6/23/2020","11:25","Surface",0,0,"","FE_Inlet1_20200623_1125_Surface_0_Limno.Sample.20160505"
"U54",0.077,1,"TP_run2_20201102.xlsx",9.50326197501247,3,"WL","DeepHole","6/23/2020","9:45","PML",0,1.5,"","WL_DeepHole_20200623_0945_PML_1.5_Limno.Sample.20160505"
"U55",0.26,1,"TP_run2_20201102.xlsx",40.7579195304555,3,"WL","DeepHole","6/23/2020","9:45","Hypo",8,8,"","WL_DeepHole_20200623_0945_Hypo_8_Limno.Sample.20160505"
"U56",0.119,1,"TP_run2_20201102.xlsx",16.6764620697043,15,"HB","DeepHole","6/24/2020","10:53","PML",0,0.5,"","HB_DeepHole_20200624_1053_PML_0.5_Limno.Sample.20160505"
"U57",0.234,1,"TP_run2_20201102.xlsx",36.3173670908843,15,"HB","DeepHole","6/24/2020","10:53","Hypo",4,4,"","HB_DeepHole_20200624_1053_Hypo_4_Limno.Sample.20160505"
"U58",0.127,1,"TP_run2_20201102.xlsx",18.0427858972647,15,"HB","Outlet","6/24/2020","10:53","Surface",0,0,"","HB_Outlet_20200624_1053_Surface_0_Limno.Sample.20160505"
"U59",0.078,1,"TP_run2_20201102.xlsx",9.67405245345752,17,"ME","DeepHole","6/24/2020","8:52","PML",0,1.5,"","ME_DeepHole_20200624_0852_PML_1.5_Limno.Sample.20160505"
"U6",0.763,1,"TP_run2_20201102.xlsx",126.665530188312,3,"FE","Inlet1","6/4/2020","10:45","Surface",0,0,"","FE_Inlet1_20200604_1045_Surface_0_Limno.Sample.20160505"
"U60",0.1,1,"TP_run2_20201102.xlsx",13.4314429792485,17,"ME","DeepHole","6/24/2020","8:52","Hypo",3,3,"","ME_DeepHole_20200624_0852_Hypo_3_Limno.Sample.20160505"
"U61",0.097,1,"TP_run2_20201102.xlsx",12.9190715439133,17,"ME","Outlet","6/24/2020","8:52","Surface",0,0,"","ME_Outlet_20200624_0852_Surface_0_Limno.Sample.20160505"
"U62",0.077,1,"TP_run2_20201102.xlsx",9.50326197501247,15,"CR","DeepHole","6/25/2020","10:06","PML",0,2.5,"","CR_DeepHole_20200625_1006_PML_2.5_Limno.Sample.20160505"
"U63",0.096,1,"TP_run2_20201102.xlsx",12.7482810654683,15,"CR","DeepHole","6/25/2020","10:06","Hypo",11,11,"","CR_DeepHole_20200625_1006_Hypo_11_Limno.Sample.20160505"
"U64",0.096,1,"TP_run2_20201102.xlsx",12.7482810654683,15,"CR","Outlet","6/25/2020","10:06","Surface",0,0,"","CR_Outlet_20200625_1006_Surface_0_Limno.Sample.20160505"
"U65",0.091,1,"TP_run2_20201102.xlsx",11.8943286732431,17,"TU","DeepHole","6/25/2020","12:31","PML",0,1.5,"","TU_DeepHole_20200625_1231_PML_1.5_Limno.Sample.20160505"
"U66",0.171,1,"TP_run2_20201102.xlsx",25.5575669488466,17,"TU","DeepHole","6/25/2020","12:31","Hypo",7,7,"","TU_DeepHole_20200625_1231_Hypo_7_Limno.Sample.20160505"
"U67",0.078,1,"TP_run2_20201102.xlsx",9.67405245345752,17,"WA","DeepHole","6/29/2020","8:54","PML",0,1,"","WA_DeepHole_20200629_0854_PML_1_Limno.Sample.20160505"
"U68",0.15,1,"TP_run2_20201102.xlsx",21.9709669015007,17,"WA","DeepHole","6/29/2020","8:54","Hypo",3.5,3.5,"","WA_DeepHole_20200629_0854_Hypo_3.5_Limno.Sample.20160505"
"U69",0.095,1,"TP_run2_20201102.xlsx",12.5774905870233,3,"FE","DeepHole","6/30/2020","11:30","PML",0,1,"","FE_DeepHole_20200630_1130_PML_1_Limno.Sample.20160505"
"U7",0.272,1,"TP_run2_20201102.xlsx",42.807405271796,35,"BR","DeepHole","6/6/2020","13:54","point",5.5,5.5,"","BR_DeepHole_20200606_1354_point_5.5_Limno.Sample.20160505"
"U70",0.214,1,"TP_run2_20201102.xlsx",32.9015575219834,3,"FE","DeepHole","6/30/2020","11:30","Hypo",8,8,"","FE_DeepHole_20200630_1130_Hypo_8_Limno.Sample.20160505"
"U71",0.083,1,"TP_run2_20201102.xlsx",10.5280048456827,3,"WL","DeepHole","6/30/2020","9:58","PML",0,1,"","WL_DeepHole_20200630_0958_PML_1_Limno.Sample.20160505"
"U72",0.365,1,"TP_run2_20201102.xlsx",58.690919767185,3,"WL","DeepHole","6/30/2020","9:58","Hypo",8,8,"","WL_DeepHole_20200630_0958_Hypo_8_Limno.Sample.20160505"
"U73",0.166,1,"TP_run3_20201109.xlsx",24.2250604355727,17,"BO","DeepHole","7/1/2020","10:41","PML",0,0.25,"","BO_DeepHole_20200701_1041_PML_0.25_Limno.Sample.20160505"
"U74",0.465,1,"TP_run3_20201109.xlsx",74.8448365556544,17,"BO","DeepHole","7/1/2020","10:41","Hypo",2,2,"","BO_DeepHole_20200701_1041_Hypo_2_Limno.Sample.20160505"
"U75",0.094,1,"TP_run2_20201102.xlsx",12.4067001085782,17,"CB","DeepHole","7/1/2020","9:09","PML",0,0.5,"","CB_DeepHole_20200701_0909_PML_0.5_Limno.Sample.20160505"
"U76",0.14,1,"TP_run3_20201109.xlsx",19.8233407729569,17,"CB","DeepHole","7/1/2020","9:09","Hypo",3,3,"","CB_DeepHole_20200701_0909_Hypo_3_Limno.Sample.20160505"
"U77",0.099,1,"TP_run3_20201109.xlsx",12.882167458832,17,"NG","DeepHole","7/3/2020","9:20","PML",0,0.25,"","NG_DeepHole_20200703_0920_PML_0.25_Limno.Sample.20160505"
"U78",0.121,1,"TP_run3_20201109.xlsx",16.6066994810454,17,"NG","DeepHole","7/3/2020","9:20","Hypo",4,4,"","NG_DeepHole_20200703_0920_Hypo_4_Limno.Sample.20160505"
"U79",0.139,1,"TP_run3_20201109.xlsx",19.6540438628563,15,"MO","DeepHole","7/6/2020","9:01","PML",0,0.5,"","MO_DeepHole_20200706_0901_PML_0.5_Limno.Sample.20160505"
"U8",0.374,1,"TP_run2_20201102.xlsx",60.2280340731904,35,"CB","DeepHole","6/6/2020","10:10","point",5.5,5.5,"","CB_DeepHole_20200606_1010_point_5.5_Limno.Sample.20160505"
"U80",0.313,1,"TP_run3_20201109.xlsx",49.111706220362,15,"MO","DeepHole","7/6/2020","9:01","Hypo",3.5,3.5,"","MO_DeepHole_20200706_0901_Hypo_3.5_Limno.Sample.20160505"
"U81",0.317,1,"TP_reruns_20210419.xlsx",52.6166686629309,15,"MO","Inlet1","7/6/2020","9:01","Surface",0,0,"","MO_Inlet1_20200706_0901_Surface_0_Limno.Sample.20160505"
"U81",0.317,1,"TP_run3_20201109.xlsx",49.7888938607645,15,"MO","Inlet1","7/6/2020","9:01","Surface",0,0,"","MO_Inlet1_20200706_0901_Surface_0_Limno.Sample.20160505"
"U82",0.252,1,"TP_run3_20201109.xlsx",38.784594704225,15,"MO","Inlet2","7/6/2020","9:01","Surface",0,0,"","MO_Inlet2_20200706_0901_Surface_0_Limno.Sample.20160505"
"U83",0.105,1,"TP_run3_20201109.xlsx",13.8979489194356,3,"FE","DeepHole","7/7/2020","11:30","PML",0,0.25,"","FE_DeepHole_20200707_1130_PML_0.25_Limno.Sample.20160505"
"U84",0.441,1,"TP_run3_20201109.xlsx",70.7817107132398,3,"FE","DeepHole","7/7/2020","11:30","Hypo",8,8,"","FE_DeepHole_20200707_1130_Hypo_8_Limno.Sample.20160505"
"U85",0.078,1,"TP_run3_20201109.xlsx",9.32693234671923,3,"WL","DeepHole","7/7/2020","10:00","PML",0,1,"","WL_DeepHole_20200707_1000_PML_1_Limno.Sample.20160505"
"U86",0.377,1,"TP_run3_20201109.xlsx",59.9467084668009,3,"WL","DeepHole","7/7/2020","10:00","Hypo",8,8,"","WL_DeepHole_20200707_1000_Hypo_8_Limno.Sample.20160505"
"U87",0.122,1,"TP_run3_20201109.xlsx",16.775996391146,15,"HB","DeepHole","7/8/2020","9:45","PML",0,0.25,"","HB_DeepHole_20200708_0945_PML_0.25_Limno.Sample.20160505"
"U88",0.204,1,"TP_run3_20201109.xlsx",30.6583430193958,15,"HB","DeepHole","7/8/2020","9:45","Hypo",3.5,3.5,"","HB_DeepHole_20200708_0945_Hypo_3.5_Limno.Sample.20160505"
"U89",0.156,1,"TP_run3_20201109.xlsx",22.5320913345666,15,"HB","Outlet","7/8/2020","9:45","Surface",0,0,"","HB_Outlet_20200708_0945_Surface_0_Limno.Sample.20160505"
"U9",0.557,1,"TP_run2_20201102.xlsx",91.4826916286334,35,"NG","DeepHole","6/6/2020","11:35","point",5.5,5.5,"","NG_DeepHole_20200606_1135_point_5.5_Limno.Sample.20160505"
"U90",0.07,1,"TP_run3_20201109.xlsx",7.97255706591437,15,"CR","DeepHole","7/10/2020","10:25","PML",0,2.5,"","CR_DeepHole_20200710_1025_PML_2.5_Limno.Sample.20160505"
"U91",0.106,1,"TP_run3_20201109.xlsx",14.0672458295362,15,"CR","DeepHole","7/10/2020","10:25","Hypo",7.5,7.5,"","CR_DeepHole_20200710_1025_Hypo_7.5_Limno.Sample.20160505"
"U92",0.088,1,"TP_run3_20201109.xlsx",11.0199014477253,15,"CR","Outlet","7/10/2020","10:25","Surface",0,0,"","CR_Outlet_20200710_1025_Surface_0_Limno.Sample.20160505"
"U93",0.114,1,"TP_run3_20201109.xlsx",15.4216211103411,3,"FE","DeepHole","7/15/2020","10:15","PML",0,1.5,"","FE_DeepHole_20200715_1015_PML_1.5_Limno.Sample.20160505"
"U94",0.301,1,"TP_run3_20201109.xlsx",47.0801432991547,3,"FE","DeepHole","7/15/2020","10:15","Hypo",8,8,"","FE_DeepHole_20200715_1015_Hypo_8_Limno.Sample.20160505"
"U95",0.285,1,"TP_run3_20201109.xlsx",44.371392737545,3,"FE","Inlet1","7/15/2020","10:15","Surface",0,0,"","FE_Inlet1_20200715_1015_Surface_0_Limno.Sample.20160505"
"U96",0.103,1,"TP_run3_20201109.xlsx",13.5593550992344,3,"WL","DeepHole","7/15/2020","9:07","PML",0,2,"","WL_DeepHole_20200715_0907_PML_2_Limno.Sample.20160505"
"U97",0.375,1,"TP_run3_20201109.xlsx",59.6081146465997,3,"WL","DeepHole","7/15/2020","9:07","Hypo",8,8,"","WL_DeepHole_20200715_0907_Hypo_8_Limno.Sample.20160505"
"U98",0.071,1,"TP_run3_20201109.xlsx",8.14185397601498,41,"JO","DeepHole","7/16/2020","11:20","PML",0,2,"","JO_DeepHole_20200716_1120_PML_2_Limno.Sample.20160505"
"U99",0.157,1,"TP_run3_20201109.xlsx",22.7013882446672,41,"JO","DeepHole","7/16/2020","11:20","Hypo",4.5,4.5,"","JO_DeepHole_20200716_1120_Hypo_4.5_Limno.Sample.20160505"
