docID,projectID,lakeID,site,dateSample,timeSample,depthClass,depthTop,depthBottom,replicate,comments,sampleID
D259,15,MO,Inlet1,8/3/2020,8:50,Surface,0,0,1,,MO_PML_20200803_0850_Surface_0_Limno.Sample.20160505
D260,15,MO,Inlet1,8/3/2020,8:50,Surface,0,0,2,,MO_PML_20200803_0850_Surface_0_Limno.Sample.20160505
D261,15,MO,Inlet2,8/3/2020,8:50,Surface,0,0,1,,MO_PML_20200803_0850_Surface_0_Limno.Sample.20160505
D262,15,MO,Inlet2,8/3/2020,8:50,Surface,0,0,2,,MO_PML_20200803_0850_Surface_0_Limno.Sample.20160505
D263,15,MO,Inlet3,8/3/2020,8:50,Surface,0,0,1,,MO_PML_20200803_0850_Surface_0_Limno.Sample.20160505
D264,15,MO,Inlet3,8/3/2020,8:50,Surface,0,0,2,,MO_PML_20200803_0850_Surface_0_Limno.Sample.20160505
D265,3,FE,DeepHole,8/4/2020,10:45,PML,0,2,1,,FE_DeepHole_20200804_1045_PML_2_Limno.Sample.20160505
D266,3,FE,DeepHole,8/4/2020,10:45,PML,0,2,2,,FE_DeepHole_20200804_1045_PML_2_Limno.Sample.20160505
D267,3,FE,DeepHole,8/4/2020,10:45,Hypo,8,8,1,,FE_DeepHole_20200804_1045_Hypo_8_Limno.Sample.20160505
D268,3,FE,DeepHole,8/4/2020,10:45,Hypo,8,8,2,,FE_DeepHole_20200804_1045_Hypo_8_Limno.Sample.20160505
D269,3,FE,Inlet1,8/4/2020,10:45,Surface,0,0,1,,FE_PML_20200804_1045_Surface_0_Limno.Sample.20160505
D270,3,FE,Inlet1,8/4/2020,10:45,Surface,0,0,2,,FE_PML_20200804_1045_Surface_0_Limno.Sample.20160505
D271,3,WL,DeepHole,8/4/2020,8:45,PML,0,2.5,1,,WL_DeepHole_20200804_0845_PML_2.5_Limno.Sample.20160505
D272,3,WL,DeepHole,8/4/2020,8:45,PML,0,2.5,2,,WL_DeepHole_20200804_0845_PML_2.5_Limno.Sample.20160505
D273,3,WL,DeepHole,8/4/2020,8:45,Hypo,8,8,1,,WL_DeepHole_20200804_0845_Hypo_8_Limno.Sample.20160505
D274,3,WL,DeepHole,8/4/2020,8:45,Hypo,8,8,2,,WL_DeepHole_20200804_0845_Hypo_8_Limno.Sample.20160505
D275,15,HB,DeepHole,8/5/2020,8:55,PML,0,1,1,,HB_DeepHole_20200805_0855_PML_1_Limno.Sample.20160505
D276,15,HB,DeepHole,8/5/2020,8:55,PML,0,1,2,,HB_DeepHole_20200805_0855_PML_1_Limno.Sample.20160505
D277,15,HB,DeepHole,8/5/2020,8:55,Hypo,4,4,1,,HB_DeepHole_20200805_0855_Hypo_4_Limno.Sample.20160505
D278,15,HB,DeepHole,8/5/2020,8:55,Hypo,4,4,2,,HB_DeepHole_20200805_0855_Hypo_4_Limno.Sample.20160505
D279,15,HB,Outlet,8/5/2020,8:55,Surface,0,0,1,,HB_PML_20200805_0855_Surface_0_Limno.Sample.20160505
D280,15,HB,Outlet,8/5/2020,8:55,Surface,0,0,2,,HB_PML_20200805_0855_Surface_0_Limno.Sample.20160505
D281,15,CR,DeepHole,8/6/2020,9:22,PML,0,3.5,1,,CR_DeepHole_20200806_0922_PML_3.5_Limno.Sample.20160505
D282,15,CR,DeepHole,8/6/2020,9:22,PML,0,3.5,2,,CR_DeepHole_20200806_0922_PML_3.5_Limno.Sample.20160505
D283,15,CR,DeepHole,8/6/2020,9:22,Hypo,8,8,1,,CR_DeepHole_20200806_0922_Hypo_8_Limno.Sample.20160505
D284,15,CR,DeepHole,8/6/2020,9:22,Hypo,8,8,2,,CR_DeepHole_20200806_0922_Hypo_8_Limno.Sample.20160505
D285,15,CR,Outlet,8/6/2020,9:22,Surface,0,0,1,,CR_PML_20200806_0922_Surface_0_Limno.Sample.20160505
D286,15,CR,Outlet,8/6/2020,9:22,Surface,0,0,2,,CR_PML_20200806_0922_Surface_0_Limno.Sample.20160505
D287,3,FE,DeepHole,8/11/2020,10:45,PML,0,1,1,,FE_DeepHole_20200811_1045_PML_1_Limno.Sample.20160505
D288,3,FE,DeepHole,8/11/2020,10:45,PML,0,1,2,,FE_DeepHole_20200811_1045_PML_1_Limno.Sample.20160505
D289,3,FE,DeepHole,8/11/2020,10:45,Hypo,8,8,1,,FE_DeepHole_20200811_1045_Hypo_8_Limno.Sample.20160505
D290,3,FE,DeepHole,8/11/2020,10:45,Hypo,8,8,2,,FE_DeepHole_20200811_1045_Hypo_8_Limno.Sample.20160505
D291,3,FE,Inlet1,8/11/2020,10:45,Surface,0,0,1,,FE_PML_20200811_1045_Surface_0_Limno.Sample.20160505
D292,3,FE,Inlet1,8/11/2020,10:45,Surface,0,0,2,,FE_PML_20200811_1045_Surface_0_Limno.Sample.20160505
D293,3,WL,DeepHole,8/11/2020,9:48,PML,0,1.5,1,,WL_DeepHole_20200811_0948_PML_1.5_Limno.Sample.20160505
D294,3,WL,DeepHole,8/11/2020,9:48,PML,0,1.5,2,,WL_DeepHole_20200811_0948_PML_1.5_Limno.Sample.20160505
D295,3,WL,DeepHole,8/11/2020,9:48,Hypo,8,8,1,,WL_DeepHole_20200811_0948_Hypo_8_Limno.Sample.20160505
D296,3,WL,DeepHole,8/11/2020,9:48,Hypo,8,8,2,,WL_DeepHole_20200811_0948_Hypo_8_Limno.Sample.20160505
D297,17,BO,DeepHole,8/12/2020,10:55,PML,0,0,1,,BO_DeepHole_20200812_1055_PML_0_Limno.Sample.20160505
D298,17,BO,DeepHole,8/12/2020,10:55,PML,0,0,2,,BO_DeepHole_20200812_1055_PML_0_Limno.Sample.20160505
D299,17,BO,DeepHole,8/12/2020,10:55,Hypo,2,2,1,,BO_DeepHole_20200812_1055_Hypo_2_Limno.Sample.20160505
D300,17,BO,DeepHole,8/12/2020,10:55,Hypo,2,2,2,,BO_DeepHole_20200812_1055_Hypo_2_Limno.Sample.20160505
D301,17,CB,DeepHole,8/12/2020,9:15,PML,0,0.5,1,,CB_DeepHole_20200812_0915_PML_0.5_Limno.Sample.20160505
D302,17,CB,DeepHole,8/12/2020,9:15,PML,0,0.5,2,,CB_DeepHole_20200812_0915_PML_0.5_Limno.Sample.20160505
D303,17,CB,DeepHole,8/12/2020,9:15,Hypo,3,3,1,,CB_DeepHole_20200812_0915_Hypo_3_Limno.Sample.20160505
D304,17,CB,DeepHole,8/12/2020,9:15,Hypo,3,3,2,,CB_DeepHole_20200812_0915_Hypo_3_Limno.Sample.20160505
D305,17,NG,DeepHole,8/14/2020,10:00,PML,0,0,1,,NG_DeepHole_20200814_1000_PML_0_Limno.Sample.20160505
D306,17,NG,DeepHole,8/14/2020,10:00,PML,0,0,2,,NG_DeepHole_20200814_1000_PML_0_Limno.Sample.20160505
D307,17,NG,DeepHole,8/14/2020,10:00,Hypo,3.5,3.5,1,,NG_DeepHole_20200814_1000_Hypo_3.5_Limno.Sample.20160505
D308,17,NG,DeepHole,8/14/2020,10:00,Hypo,3.5,3.5,2,,NG_DeepHole_20200814_1000_Hypo_3.5_Limno.Sample.20160505
D309,17,WA,DeepHole,8/14/2020,11:15,PML,0,0.5,1,,WA_DeepHole_20200814_1115_PML_0.5_Limno.Sample.20160505
D310,17,WA,DeepHole,8/14/2020,11:15,PML,0,0.5,2,,WA_DeepHole_20200814_1115_PML_0.5_Limno.Sample.20160505
D311,17,WA,DeepHole,8/14/2020,11:15,Hypo,4,4,1,,WA_DeepHole_20200814_1115_Hypo_4_Limno.Sample.20160505
D312,17,WA,DeepHole,8/14/2020,11:15,Hypo,4,4,2,,WA_DeepHole_20200814_1115_Hypo_4_Limno.Sample.20160505
D313,15,CR,DeepHole,8/17/2020,9:30,PML,0,3,1,,CR_DeepHole_20200817_0930_PML_3_Limno.Sample.20160505
D314,15,CR,DeepHole,8/17/2020,9:30,PML,0,3,2,,CR_DeepHole_20200817_0930_PML_3_Limno.Sample.20160505
D315,15,CR,DeepHole,8/17/2020,9:30,Hypo,8,8,1,,CR_DeepHole_20200817_0930_Hypo_8_Limno.Sample.20160505
D316,15,CR,DeepHole,8/17/2020,9:30,Hypo,8,8,2,,CR_DeepHole_20200817_0930_Hypo_8_Limno.Sample.20160505
D317,15,CR,Outlet,8/17/2020,9:30,Surface,0,0,1,,CR_PML_20200817_0930_Surface_0_Limno.Sample.20160505
D318,15,CR,Outlet,8/17/2020,9:30,Surface,0,0,2,,CR_PML_20200817_0930_Surface_0_Limno.Sample.20160505
D319,15,HB,DeepHole,8/18/2020,9:50,PML,0,0.5,1,,HB_DeepHole_20200818_0950_PML_0.5_Limno.Sample.20160505
D320,15,HB,DeepHole,8/18/2020,9:50,PML,0,0.5,2,,HB_DeepHole_20200818_0950_PML_0.5_Limno.Sample.20160505
D321,15,HB,DeepHole,8/18/2020,9:50,Hypo,4,4,1,,HB_DeepHole_20200818_0950_Hypo_4_Limno.Sample.20160505
D322,15,HB,DeepHole,8/18/2020,9:50,Hypo,4,4,2,,HB_DeepHole_20200818_0950_Hypo_4_Limno.Sample.20160505
D323,15,HB,Outlet,8/18/2020,9:50,Surface,0,0,1,,HB_PML_20200818_0950_Surface_0_Limno.Sample.20160505
D324,15,HB,Outlet,8/18/2020,9:50,Surface,0,0,2,,HB_PML_20200818_0950_Surface_0_Limno.Sample.20160505
D325,15,MO,DeepHole,8/19/2020,10:15,PML,0,1.5,1,,MO_DeepHole_20200819_1015_PML_1.5_Limno.Sample.20160505
D326,15,MO,DeepHole,8/19/2020,10:15,PML,0,1.5,2,,MO_DeepHole_20200819_1015_PML_1.5_Limno.Sample.20160505
D327,15,MO,DeepHole,8/19/2020,10:15,Hypo,4.5,4.5,1,,MO_DeepHole_20200819_1015_Hypo_4.5_Limno.Sample.20160505
D328,15,MO,DeepHole,8/19/2020,10:15,Hypo,4.5,4.5,2,,MO_DeepHole_20200819_1015_Hypo_4.5_Limno.Sample.20160505
D329,15,MO,Inlet1,8/19/2020,10:15,Surface,0,0,1,,MO_PML_20200819_1015_Surface_0_Limno.Sample.20160505
D330,15,MO,Inlet1,8/19/2020,10:15,Surface,0,0,2,,MO_PML_20200819_1015_Surface_0_Limno.Sample.20160505
D331,15,MO,Inlet2,8/19/2020,10:15,Surface,0,0,1,,MO_PML_20200819_1015_Surface_0_Limno.Sample.20160505
D332,15,MO,Inlet2,8/19/2020,10:15,Surface,0,0,2,,MO_PML_20200819_1015_Surface_0_Limno.Sample.20160505
D333,3,FE,DeepHole,8/20/2020,11:32,PML,0,1.5,1,,FE_DeepHole_20200820_1132_PML_1.5_Limno.Sample.20160505
D334,3,FE,DeepHole,8/20/2020,11:32,PML,0,1.5,2,,FE_DeepHole_20200820_1132_PML_1.5_Limno.Sample.20160505
D335,3,FE,DeepHole,8/20/2020,11:32,Hypo,8,8,1,,FE_DeepHole_20200820_1132_Hypo_8_Limno.Sample.20160505
D336,3,FE,DeepHole,8/20/2020,11:32,Hypo,8,8,2,,FE_DeepHole_20200820_1132_Hypo_8_Limno.Sample.20160505
D337,3,FE,Inlet1,8/20/2020,11:32,Surface,0,0,1,,FE_PML_20200820_1132_Surface_0_Limno.Sample.20160505
D338,3,FE,Inlet1,8/20/2020,11:32,Surface,0,0,2,,FE_PML_20200820_1132_Surface_0_Limno.Sample.20160505
D339,17,ME,DeepHole,8/20/2020,10:54,PML,0,2,1,,ME_DeepHole_20200820_1054_PML_2_Limno.Sample.20160505
D340,17,ME,DeepHole,8/20/2020,10:54,PML,0,2,2,,ME_DeepHole_20200820_1054_PML_2_Limno.Sample.20160505
D341,17,ME,DeepHole,8/20/2020,10:54,Hypo,3.5,3.5,1,,ME_DeepHole_20200820_1054_Hypo_3.5_Limno.Sample.20160505
D342,17,ME,DeepHole,8/20/2020,10:54,Hypo,3.5,3.5,2,,ME_DeepHole_20200820_1054_Hypo_3.5_Limno.Sample.20160505
D343,17,ME,Outlet,8/20/2020,10:54,Surface,0,0,1,,ME_PML_20200820_1054_Surface_0_Limno.Sample.20160505
D344,17,ME,Outlet,8/20/2020,10:54,Surface,0,0,2,,ME_PML_20200820_1054_Surface_0_Limno.Sample.20160505
D345,3,WL,DeepHole,8/20/2020,9:10,PML,0,2,1,,WL_DeepHole_20200820_0910_PML_2_Limno.Sample.20160505
D346,3,WL,DeepHole,8/20/2020,9:10,PML,0,2,2,,WL_DeepHole_20200820_0910_PML_2_Limno.Sample.20160505
D347,3,WL,DeepHole,8/20/2020,9:10,Hypo,8,8,1,,WL_DeepHole_20200820_0910_Hypo_8_Limno.Sample.20160505
D348,3,WL,DeepHole,8/20/2020,9:10,Hypo,8,8,2,,WL_DeepHole_20200820_0910_Hypo_8_Limno.Sample.20160505
D349,35,NH,DeepHole,8/24/2020,10:50,PML,0,2,1,,NH_DeepHole_20200824_1050_PML_2_Limno.Sample.20160505
D350,35,NH,DeepHole,8/24/2020,10:50,PML,0,2,2,,NH_DeepHole_20200824_1050_PML_2_Limno.Sample.20160505
D351,35,NH,DeepHole,8/24/2020,10:50,Hypo,3,3,1,,NH_DeepHole_20200824_1050_Hypo_3_Limno.Sample.20160505
D352,35,NH,DeepHole,8/24/2020,10:50,Hypo,3,3,2,,NH_DeepHole_20200824_1050_Hypo_3_Limno.Sample.20160505
D353,35,SE,DeepHole,8/24/2020,11:55,PML,0,5,1,,SE_DeepHole_20200824_1155_PML_5_Limno.Sample.20160505
D354,35,SE,DeepHole,8/24/2020,11:55,PML,0,5,2,,SE_DeepHole_20200824_1155_PML_5_Limno.Sample.20160505
D355,35,SE,DeepHole,8/24/2020,11:55,Hypo,5.5,5.5,1,,SE_DeepHole_20200824_1155_Hypo_5.5_Limno.Sample.20160505
D356,35,SE,DeepHole,8/24/2020,11:55,Hypo,5.5,5.5,2,,SE_DeepHole_20200824_1155_Hypo_5.5_Limno.Sample.20160505
D357,35,BH,DeepHole,8/25/2020,9:50,PML,0,5,1,,BH_DeepHole_20200825_0950_PML_5_Limno.Sample.20160505
D358,35,BH,DeepHole,8/25/2020,9:50,PML,0,5,2,,BH_DeepHole_20200825_0950_PML_5_Limno.Sample.20160505
D359,35,BH,DeepHole,8/25/2020,9:50,Hypo,10,10,1,,BH_DeepHole_20200825_0950_Hypo_10_Limno.Sample.20160505
D360,35,BH,DeepHole,8/25/2020,9:50,Hypo,10,10,2,,BH_DeepHole_20200825_0950_Hypo_10_Limno.Sample.20160505
D361,35,HH,DeepHole,8/25/2020,11:10,PML,0,4,1,,HH_DeepHole_20200825_1110_PML_4_Limno.Sample.20160505
D362,35,HH,DeepHole,8/25/2020,11:10,PML,0,4,2,,HH_DeepHole_20200825_1110_PML_4_Limno.Sample.20160505
D363,35,HH,DeepHole,8/25/2020,11:10,Hypo,5.5,5.5,1,,HH_DeepHole_20200825_1110_Hypo_5.5_Limno.Sample.20160505
D364,35,HH,DeepHole,8/25/2020,11:10,Hypo,5.5,5.5,2,,HH_DeepHole_20200825_1110_Hypo_5.5_Limno.Sample.20160505
D365,35,MI,DeepHole,8/26/2020,10:25,PML,0,0.5,1,,MI_DeepHole_20200826_1025_PML_0.5_Limno.Sample.20160505
D366,35,MI,DeepHole,8/26/2020,10:25,PML,0,0.5,2,,MI_DeepHole_20200826_1025_PML_0.5_Limno.Sample.20160505
D367,35,MI,DeepHole,8/26/2020,10:25,Hypo,9,9,1,,MI_DeepHole_20200826_1025_Hypo_9_Limno.Sample.20160505
D368,35,MI,DeepHole,8/26/2020,10:25,Hypo,9,9,2,,MI_DeepHole_20200826_1025_Hypo_9_Limno.Sample.20160505
D369,35,TR,DeepHole,8/26/2020,9:15,PML,0,0.5,1,,TR_DeepHole_20200826_0915_PML_0.5_Limno.Sample.20160505
D370,35,TR,DeepHole,8/26/2020,9:15,PML,0,0.5,2,,TR_DeepHole_20200826_0915_PML_0.5_Limno.Sample.20160505
D371,35,TR,DeepHole,8/26/2020,9:15,Hypo,5,5,1,,TR_DeepHole_20200826_0915_Hypo_5_Limno.Sample.20160505
D372,35,TR,DeepHole,8/26/2020,9:15,Hypo,5,5,2,,TR_DeepHole_20200826_0915_Hypo_5_Limno.Sample.20160505
D373,35,WL,DeepHole,8/26/2020,11:37,PML,0,1.5,1,,WL_DeepHole_20200826_1137_PML_1.5_Limno.Sample.20160505
D374,35,WL,DeepHole,8/26/2020,11:37,PML,0,1.5,2,,WL_DeepHole_20200826_1137_PML_1.5_Limno.Sample.20160505
D375,35,WL,DeepHole,8/26/2020,11:37,Hypo,8,8,1,,WL_DeepHole_20200826_1137_Hypo_8_Limno.Sample.20160505
D376,35,WL,DeepHole,8/26/2020,11:37,Hypo,8,8,2,,WL_DeepHole_20200826_1137_Hypo_8_Limno.Sample.20160505
D377,35,CYB,DeepHole,8/27/2020,10:15,PML,0,0.5,1,,CYB_DeepHole_20200827_1015_PML_0.5_Limno.Sample.20160505
D378,35,CYB,DeepHole,8/27/2020,10:15,PML,0,0.5,2,,CYB_DeepHole_20200827_1015_PML_0.5_Limno.Sample.20160505
D379,35,CYB,DeepHole,8/27/2020,10:15,Hypo,2,2,1,,CYB_DeepHole_20200827_1015_Hypo_2_Limno.Sample.20160505
D380,35,CYB,DeepHole,8/27/2020,10:15,Hypo,2,2,2,,CYB_DeepHole_20200827_1015_Hypo_2_Limno.Sample.20160505
D381,35,TB,DeepHole,8/27/2020,11:15,PML,0,0.5,1,,TB_DeepHole_20200827_1115_PML_0.5_Limno.Sample.20160505
D382,35,TB,DeepHole,8/27/2020,11:15,PML,0,0.5,2,,TB_DeepHole_20200827_1115_PML_0.5_Limno.Sample.20160505
D383,35,TB,DeepHole,8/27/2020,11:15,Hypo,3.5,3.5,1,,TB_DeepHole_20200827_1115_Hypo_3.5_Limno.Sample.20160505
D384,35,TB,DeepHole,8/27/2020,11:15,Hypo,3.5,3.5,2,,TB_DeepHole_20200827_1115_Hypo_3.5_Limno.Sample.20160505
D385,41,JO,DeepHole,9/1/2020,8:55,PML,0,3,1,,JO_DeepHole_20200901_0855_PML_3_Limno.Sample.20160505
D386,41,JO,DeepHole,9/1/2020,8:55,PML,0,3,2,,JO_DeepHole_20200901_0855_PML_3_Limno.Sample.20160505
D387,41,JO,DeepHole,9/1/2020,8:55,Hypo,4.5,4.5,1,,JO_DeepHole_20200901_0855_Hypo_4.5_Limno.Sample.20160505
D388,41,JO,DeepHole,9/1/2020,8:55,Hypo,4.5,4.5,2,,JO_DeepHole_20200901_0855_Hypo_4.5_Limno.Sample.20160505
